用户,是否看过,评分,评论时间,有用数,评论
二十二岛主,看过,较差,2019-05-25 19:02:51,475,戛纳第9场主竞赛。片名改为《野鹅湖枪击案刑侦纪实》更好，一部完全迎合电影节风格的电影，是刁亦男在《白日焰火》刚刚确立影像风格后的一次退步。可以看到很多类型影像的模仿与借鉴，杂糅之后出现的就是四不像，故事本身的单薄和结尾故作聪明的所谓反转也显得有些可笑。最令人生厌的是竟然也开始通过加入广场舞、付费奇观表演这些国外观众感兴趣的东西来增加噱头，导演想要进一步强调作者风格，留给演员的发挥空间也并不大，胡歌挺努力，值得肯定，但其他几位实力派全都不是最好的状态，《雪暴》＋《地球最后的夜晚》的演员阵容快成为国内文艺片的标配了。总之非常失望。
胤祥,看过,推荐,2019-05-20 14:21:22,394,#72nd Cannes# 延续了《白日焰火》中对黑色电影的探讨（又是一个看似传统实则反向的黑色电影故事，对传统的femme fatale形象与功能的改写），不过格局要庞大许多，尺度惊人，很多地方嘲讽感极强。桂纶镁“再次”扮演了一个外表冷漠而心理戏丰富的角色，完成度甚至好于《白日焰火》。对野鹅塘地区空间的设计，极为风格化的对表现主义混合色光运用绝对堪称世界级水准。动作设计和分镜上比较特殊（反套路），显得比较生硬，不过竟然也达成了某种风格化的效果，一些暴力场景很亮。剧作也真的并不太按类型套路来，在剧情上还是有一些不太容易理解的地方，无论是双闪回还是警方布控那场新闻联播戏的写法都可商榷。正是戛纳体系中具有强烈作者风格和暴力场景的类型片。
Bangbang,看过,很差,2019-08-23 01:41:35,420,浓妆艳抹，装腔作势，不可一世
王缃意,看过,较差,2019-05-19 20:53:04,361,这是看了一场讲故事版的地球最后的夜晚？？？
同志亦凡人中文站,看过,力荐,2019-07-24 18:44:46,493,满分的舞台剧调度，每一幕都清楚分明。虽然只有几个段落，但刁亦男证明当代华语电影也可以很暴力美学。啊啊啊我敢说昆汀看得比我还过瘾！（胡歌转型成功？）
欢乐分裂,看过,推荐,2019-12-06 16:34:00,171,4.5；不无匠气的高度纯净形式美，讲究到刻意的视听语言，全世界都流行的（乡土）霓虹美学搭配大量夜戏低调布光，无论从文本剧作还是镜头拍法，均搭建出地道黑色电影模式和骨架，啊真希望国内多几位这样会拍的导演！三场会议令人印象深刻---黑帮、警察、拆迁队，构成类全景式的「聚会」，横剖社会生态面，荒诞讽谑，轻触社会议点又点到为止。「南方」真是一个绝好意象，潮湿暧昧犹疑未知，雨夜笼罩的宿命走向（更有梅尔维尔之味）。高光场面不少：1、塑料大棚内外的影子互映；2、决战段落楼梯上下的影子：3、墙上旧闻的剪辑；4、几个凶杀和情欲的段落；5、两人对话时被雨声淹没（故意消音）。
五色全味,看过,2019-12-01 21:49:03, ,72,肯定是国产电影近几年来视听上最用心设计的一部戏。但因为剧情和人物欠缺张力，人物都很符号化，难以代入情绪，所以视听语言就全成了虚张声势和卖弄，有时候空洞和虚张声势到令人觉得好笑。想要显得有格调和作者化，但却常常令人感觉到做作和奔着拿奖，这就是一直看刁亦男电影的感觉。
猫奴十二年,看过,较差,2019-12-02 20:39:23,268,论一个形式主义者如何拯救平庸且逻辑不足的剧本
迈克科里庵,看过,力荐,2019-05-19 05:03:48,852,胡歌让人惊喜，刁亦男没有让我失望，片子能过审，得感谢中宣部和电影局。
影志,看过,力荐,2019-12-02 23:59:07,345,电影居然比预期的还要生猛，寰映影城的杜比厅视听太炸裂！胡歌这张脸就是为银幕而生，早拍些电影该多好…“天使陪泳，包你满意”
maud,看过,较差,2019-05-19 08:11:33,306,导演还是非常有野心且用劲的，可惜就是失败了。类型吧动作戏不知道怎么在拍，作者性呢风格混杂，没有美学统一。硬件上剪辑、声音也很有问题。比较适合外国电影节口味。整体远不如「白日焰火」，也难以满足大众口味。用武汉话总结，真的是哦嚯了。
frozenmoon,看过,推荐,2019-12-08 17:15:20,101,终于又看见一部有电影样子的国产电影，现在，连这样的期盼都越来越成为奢求。动物园里动物的惊恐眼神，人在丛林中的汗流浃背的逃亡，一路追赶时经过的众生百态。镜子，幕布，影子，声音，颜色，气味。真不错。只是更多的呈现了美学和影像，相比于这些，故事没有余味。
柯诺,看过,推荐,2019-05-19 01:58:43,420,视听语言高度形式化和风格化，惊喜之处在于把一个罪犯逃难与警察追捕的传统类型故事融入在一个中国城村本土街景的空间与群像描绘里，对动作戏的剪辑和调度很精彩，人物塑造全都退居其次，会有争议。
Alias,看过,还行,2019-05-19 01:30:34,139,中国当代题材艺术片的表达空间基本仅限于迷迷影、做做纯风格演练。在这个范畴里刁亦男做得还不错
从依壑,看过,较差,2019-05-23 15:46:41,235,硬生生再造一个西方人脑中浮现的中国一角，即便这种面貌长时间存在过。然后再用华丽模仿的电影技艺裹挟一遍，大师延续的传说就开始了。在我眼中只是另一种投机。美学的突破也玩不过如此堆符号。
yjyj,看过,力荐,2019-05-19 01:34:02,665,胡歌突破了自己，首映后观众长达四分钟的掌声就是对胡歌及其他主创和导演最大的肯定，昆汀看完也不亦乐乎！口碑注定两极分化，坐等国内上映吧！
顿河,看过,力荐,2019-12-01 23:57:19,319,兑现死亡的价值有一百种方式，周泽农选择了最完美的方式：是最完美的猎物，也是最完美的猎手。南方车站的聚会，明明是个血腥悲伤的故事，却看出了迷人的浪漫。刁亦男的视听不超前于时代，但一定超前于当下的中国。
奇爱博士,看过,力荐,2019-11-23 15:22:52,244,一部超大型的中国边缘社会的现代装置艺术。刁亦男调动最高级的卡司，最高级的视听语言，结合自己所钟爱的黑色电影类型，完成了一次任性的、光怪陆离的天才创作。
福·宋,看过,推荐,2019-05-19 15:06:56,481,属于后劲儿比较大的电影，很多镜头一直在脑袋里转。昨晚看完，边上的法国杂志记者很兴奋，拉着我倾诉了半天。说自己从这部电影里看到了一些黑色电影外更深层的东西。区域的生存系统，权力与犯罪之间的灰色地带，没有人关心的生活在暗处的人之类的，是顶级观众了。只是害我错过了散场前的主创拍照！
亵渎电影,看过,推荐,2019-12-12 19:57:17,60,出人意料的是中国导演也能拍出这样的电影，希望以后的新导演们可以忘掉《杀人回忆》，学一下刁亦男。当然无论学谁，门槛都很高，而模仿刁亦男的难度更大，需要在视听语言上用力，剧作上的难度也一样大，刁亦男这种拍法就是检验新导演能力的试金石，非科班或者大混子瞬间就能暴露出来。片子继续黑色电影的框架，但是在剧作和女主角的人设上做了反类型的处理，但剧作大框架的设置让时间非常的紧凑，在女主角的眼神流转之间，把城中村野鹅塘的大环境尽数交代，同时目光所及之处又靠演员调度和镜头调度完成。导演还有意削弱了人物的动机和叙事的目的性，让一切变得更复杂更暧昧，霓虹美学和暴力奇观让片子变得更风格化，犹如一场极具风格化的装置艺术。
猫力小格鲁,看过,较差,2019-05-20 04:47:55,202,情欲算有味道，但真的要如此堆砌东方奇观讨好外国人吗？我们中国影人什么时候能在电影院看到真正的中国？在国内肯定不可能，在国外就一定可以吗？男女主选角真的很失败，宾馆杀人剪辑怪异。不管是戛纳还是哪里，老外选的片子还是他们想看的中国的样子，并且一直重复他们认定的印象！
内陆飞鱼,看过,力荐,2019-12-07 13:04:18,96,《南方车站的聚会》有种怪异诡谲的形式美，华语电影里基本没有参照体系，配乐、剪辑、动作、人物都有一种隐而不发、发则凌厉的浓烈毁灭感，野鹅湖一带的夜间城中村就像早期的九龙城寨，人如蛇鼠穿行其间，鬼影幢幢，欲望缠身，无仁义的蛮荒地带，周泽农的魂是虎口上那只飞不起来的飞鸟纹身，保持残忍与凶狠是活下去的前提。
Henman,看过,很差,2019-07-07 04:15:08,374,空架子，精心包装的平庸，浪费观影人时间
徐若风,看过,推荐,2019-12-06 19:22:49,75,刁亦男把导演技巧推向极致，这是一部被极度的设计吊着的电影。每场戏都满溢而出，从视觉元素（霓虹、棚影、几何图形）的反复，到间离得宛如开玩笑般的声音设计、以“对仗”书写的三方势力设计。“城中村三不管地带”被彻底景观化、人物被彻底景观化，演员各演各的，宛如机械木偶戏亦或凹造型走T台。但复杂的是，这些景观并没有被简单处理，刁亦男的方法与贾樟柯式的“土实社会流”背道而驰——变异的地域，流动着破碎的、脆弱的、随时都有危险的气息，如一只养在即将碎掉的玻璃罩里的老虎。不确定该如何评价，于我而言这些是好的设计，但全堆砌在一起就是很硬的东西，有趣却又生硬。但可以确定的是：不如《白日焰火》。
shininglove,看过,还行,2019-12-08 20:37:33,32,枪击报纸，血溅雨伞，鹅塘泛舟，虎象快闪，天井逃亡，至少有五场戏的视听语言眼前一亮，尤其是声音转场和空间设计，值得学电影的拉片学门道，可惜的是有佳句无佳章，人物彻底工具化，难以连贯统一，对标行为装置艺术更妥当，对大多数爆米花观众不甚友好。
lmhh,看过,较差,2019-05-19 01:26:12,211,胡歌不是忧郁，是整个人抑郁了，脱离人的影片，扭曲挣扎，两者产生了一种共振美
seabisuit,看过,力荐,2019-12-02 16:13:08,206,看过五遍的《白日焰火》吹，也会把这部最期待的国产片选为年度最佳并N刷。在如此环境下能保留这等血腥尺度和作者表达刁亦男让华语的犯罪类型上升到一个新高度。融合了古典的表现主义和黑色电影，当今流行的霓虹色彩，甚至还有胡金铨的武侠配乐和招式，用迷醉光影和摄人声效表现在完全土味人为制造的空间之中。超现实景观的动物园马戏团有多魔幻那新闻片段办案过程就有多真实，当长着特别适合大银幕脸的胡歌和继续有所突破的桂纶镁二人来到野鹅塘，走在虚假的描绘美丽生活的背景宣传板时被彻底征服和悲伤起来，这不就是不知在几线城乡镇千千万自甘堕落无处可去并破碎的xx梦嘛，都是为了那一口面苟活，说白了也是个在精致垃圾场猎捕蟑螂臭虫的游戏。廖凡也与前作相似，为目睹罪人的那一丝忏悔与尊严，残忍又浪漫至极的体验。英皇首映见面场，上映日二刷
南衣也在江湖,看过,力荐,2019-05-19 00:40:19,573,镜头聚焦的主角从前作的警察转到逃亡的罪犯视角，胡歌的硬汉塑造给人深刻印象，桂纶镁的表演更加放松，其他几位表演也可圈可点。虽然是类型片，人物没有被精彩的故事压倒，许多中国当下社会的缩影，巧妙而含蓄地点到，一部内容层次丰富故事一波三折的作品，难得地可以满足作者电影和普通观众的双重期待。
在遇见你之前,看过,较差,2019-12-06 05:31:31,168,戛纳：没有下次了。
晚不安,看过,推荐,2019-11-22 22:15:32,214,中国特色霓虹黑色电影（是的，就是五彩斑斓的黑），在华语圈我还是头一次看到这么激进的尝试。基本面的发挥不只是稳健，可以说非常凶狠，势在必得、取人首级的那种创作姿势。完全不像《夜车》或者《白日焰火》，刁亦男几乎决绝地割断了与过往作品的外在连接。开始还以为又是一部《天注定》，往后看就发现表意系统完全打开了，比起深挖人物，他现在更感兴趣的是影像的可能——但遗憾也就在此，美学几乎全面制霸。所有指涉暴力的段落都让人印象深刻，固定镜头、特写、快切，以静制动，雕塑般的造型感，然后一声巨响震断人的神经，也让空间和人物完全流动起来——兴庆都（打碎灯泡致敬牯岭街？）、馄饨摊，到动物园抵达紧张的视觉高潮，枪指报纸则是视听的双重喷薄。也开始玩符号，蛇、镜、帽、伞，打破后生毕赣的垄断。结尾稍稍泄气，但整体质感让人难忘。
Ou,看过,还行,2019-12-07 02:36:18,34,思路与《天注定》如出一辙，以匪侠切开社会凝滞态。多次给出身体局部镜头，以万花筒的散射目光描绘怠惰的扭结的肢体（甚至有潮汕新浪潮滑稽剧感），意图以暴力正骨。与《白日焰火》类黑色电影对静止姿态的审美不同，此片更渴求运动。但泽农与爱爱的行动是完全脱轨的，他们以命定的台步在舞台上扮演蛇蝎美人和罪犯，相比“做爱”，更像“做爱爱”。观众被权力赛博格渗透，直到围观变成围猎。但三向的目光交流，警察-罪犯-群众，完全没有建立起来。导致全片原地踏步。或许需要《坏血》或《天注定》里一个致命的动作来盘活全片。
丢丢duangduang,看过,较差,2019-12-06 08:25:29,135,打掉膝盖跪欧洲三大，原以为是娄烨跟风，结果扒开了一看，画虎不成反类犬。
基本一视同仁,看过,推荐,2019-05-19 00:40:35,362,与白日焰火相似的同款，影片完成度不错，我觉得电影枪战尺度可以放的更大一点的，或许对某些评审口味，可以奶一下，看运气了大不大了，表演上有瑕疵，略失真，但导演对于电影剧情很好的规避了，是一部好作品，作为类型片，节奏感把握我觉得不是很好，祝好运吧！
賤狗胡錫進SB,看过,较差,2019-05-19 04:50:01,131,"還記得高中時,在巴黎香街的一家獨立電影院看到導演2008入圍一種關注單元的電影 車位,,有王家衛的張震和黃昏天空流動的雲海以及“沒有精神的巧克力蛋糕” 都說這位導演每一部電影都有其他導演的影子,不過這也不是特別有所謂,最讓人記憶猶新的是這個導演能拍出讓人難以忘記的噁心而不適的畫面,還記得車位有一場戲一位年輕的女士在給一個中國男人手交的那個過程和對話,發現這個導演是那種會利用技術拍電影的人,但是是一個沒有文化沒有水準的導演類型,就像他後來的所有電影一樣,包括今天的南方車站,形式主義過剩,就像現在的中國文化一樣,紅色資本主義下的zombies .很大的質疑,柏林是被中國人給收買了嗎,cannes選片方是非得每年湊齊2部中國電影的指標嗎.......是的,選片人看到的是中國熱騰騰的市場."
查查鲸,看过,较差,2019-05-26 05:39:39,137,细想之后觉得不好，成为了元素呈现的大杂烩而忘记了叙述本身，有着极强的表现欲而电影没能撑起这么多表现。灯管是从NWR来的，车灯是奥迪来的吧，演员是毕赣老师那边来龙套，环境又像贾指导里面那样散视众生，最后丢掉了自己。胡歌吃面把全厅都吃饿了。
文刀大土申,看过,力荐,2019-12-06 14:43:07,136,毫无疑问，刁亦男几近满分的「视听语言」课程答卷，一部极具个人影像风格化的黑色犯罪片，尽管只是一出警匪追逐的简单戏码，却撒网式地带出当代南方城镇／城中村的奇观。独特的空间配以纯熟的运镜，出色的光影处理（人影，霓虹灯管等），叉车断头、伞柄杀人等多处令人印象深刻的暴力场景，都太令人沉迷于这场潮湿阴冷的“南方聚会”了。4.5
把噗,看过,较差,2019-12-11 23:57:48,44,我为批评《地球最后的夜晚》而向毕赣道歉。
一苁二白,看过,推荐,2019-09-11 11:52:20,810,"全员演技在线, 黄暴血腥, 辛辣讽刺
仿佛在看昆汀·塔伦蒂诺
第一次觉得胡歌杀人这么帅"
Derridager,看过,力荐,2019-12-06 23:37:26,79,四星半，渐入佳境。江湖其实不一定是经想象和谈论生产出来的奇观空间，它也可以固着在某一地域空间，比如“野鹅塘”。此乃一个自成体系的生态系统，是“三不管”地带，人口混杂且流动频繁，没有人在乎你是谁。所以片中的男男女女总是穿店面而过，又或是站在墙边、柱子旁呢喃的行为，在这种环境中取得了合法性。一般而言，女性只能以妓女和侠女的身份参与男性为主的江湖叙事，但扎起素白色斗笠的刘爱爱两者都是（如果我没理解错的话）。无论是偷车贼，还是警察抑或资本家，都喜欢“开堂会”，这都是侠义逻辑。就此我们可以看到一种新的侠义故事被生产出来，它以只存于当下的空间城中村为背景；以警匪故事为框架，却悬置道德评判；将中国乐器和西方电影技法结合，创造出或可称为“江湖电影”的新电影形式。动物园和废屋试枪赞爆！枪声与伪枪声处理太妙！
風颭雲,看过,力荐,2019-09-11 12:26:31,781,從“南方車站”出發，前去和那個熟悉親切的九十年代中國電影“聚會”。小格局小故事小人物接地氣，這才是我真正喜愛的中國電影。沒有站隊，沒有主旋律，沒有避諱。暴力和情色也只是反應市井生活的元素。刁亦男導演電影節奏把握地非常到位，緊張的氣氛貫穿始終，加之撲朔迷離的人物關係讓我如坐針氈，期待劇情的進一步展開。表演上桂綸鎂完美地展現了社會底層被利用和壓迫的小人物進退維谷的掙扎。中國電影業需要鼓勵拍出更多像《南方車站》這樣的電影，毫無遮掩地反應底層社會人的生活才能引起大眾的廣泛關注，促進社會向積極的方向發展。
yzyzly,看过,很差,2019-12-06 09:24:33,240,胡歌太让人失望了，这么久没作品还以为沉淀了有进步呢，结果演这么差…别的还行
巴伐利亞酒神,看过,推荐,2019-12-06 12:53:33,95,胡歌骑着一辆抢来的摩托，绝望地沿着城中村逼仄的街巷一路逃亡。鲜血染红了身上的盗版阿根廷9号球衣，残缺不堪的字母中，我们依稀能够拼出那个伟大的名字：巴蒂斯图塔。
