用户,是否看过,评分,评论时间,有用数,评论
卑微的承诺,看过,推荐,2019-09-30 00:57:11,397,"一般，个人三星。冲着吴京张译的出色表现多给一星。说下优缺点
优点:
1、吴京真的表现很出色，张译发挥也很好，井柏然表现出人意料的亮眼。吴京和张译两人之间的戏很让人动容，这种战友情、兄弟情很让人感动。
2、视觉特效不错，风景、大场面、动作戏都可以的。
3、登山的戏还是不错的，高潮部分很精彩
4、片尾彩蛋很震撼
缺点:
1、导演李仁港无法体会那个年代的集体主义精神，反而拍出了个人英雄主义的感觉。
2、李国梁×黑牡丹，方五洲×徐缨，这两条感情线略尴尬。应该舍弃其中一条。(ps:感情戏没有网上传的那么多，我估摸着也就二十多分钟，别人云亦云）
3、场景配乐不恰当，演员口型对不上"
Oo槑小雅oO,看过,较差,2019-09-30 07:52:23,614,"1.工厂里吴京跑酷的片段太浮夸，是可以放上，但真没必要。
2.难道去珠峰的各种后勤组织不也都得经过严格训练么？章子怡连路都走不好呢就能去，是关系户么？同理那个藏族姑娘我也没看她跟着训练，光打扫卫生琢磨井柏然了。
3.因为是电影，演员需要露脸我能理解，但登珠峰的整个过程脸一直露着也成？？？雪里睡了一晚上起来还露着大脖子，咋没把脖子冻掉了。
4.我认为只要进去，不管到哪儿都不能大喊大叫，向他们这么大喊大叫早就被雪崩埋上八百六十回了。

BUG太多，无力吐槽了。多一颗星给我曾经一度迷恋的史班长。"
女宛心兑,看过,推荐,2019-09-28 21:20:33,49,幸运抽中超前点映，整体场面和紧张感还是有的。也因此更理解攀登的意义。整体演员是加分的，导演稍弱，组织情节和镜头运用不够自如。anyway加一星给n年之后终于见到井宝本人。
你在渡船口,看过,较差,2019-09-30 07:00:38,1046,导演的叙事能力真的极为堪忧，完全不把登山之前的训练当回事，配乐起的也是无厘头，和感情戏一样让人尴尬，总之题材是好题材，演员是好演员，导演却不是好导演，电影更不是好电影！！！抛开爱国情怀，两颗星不能再多了 (豆瓣真的开始被水军占领了)
卑微的承诺,看过,推荐,2019-09-30 00:57:11,397,"一般，个人三星。冲着吴京张译的出色表现多给一星。说下优缺点
优点:
1、吴京真的表现很出色，张译发挥也很好，井柏然表现出人意料的亮眼。吴京和张译两人之间的戏很让人动容，这种战友情、兄弟情很让人感动。
2、视觉特效不错，风景、大场面、动作戏都可以的。
3、登山的戏还是不错的，高潮部分很精彩
4、片尾彩蛋很震撼
缺点:
1、导演李仁港无法体会那个年代的集体主义精神，反而拍出了个人英雄主义的感觉。
2、李国梁×黑牡丹，方五洲×徐缨，这两条感情线略尴尬。应该舍弃其中一条。(ps:感情戏没有网上传的那么多，我估摸着也就二十多分钟，别人云亦云）
3、场景配乐不恰当，演员口型对不上"
晚不安,看过,很差,2019-09-28 18:18:01,910,前半段负分，后半段零分。感情戏按偶像剧写，吴京的动作戏按超英片写，这种混搭的质感让我完全懵圈了，就差没跟《烈火英雄》一样冲着大自然喊话了。两个小时的东拉西扯，艺术感染力完全不如茨威格一篇《伟大的悲剧》。在一部最需要展现人性的电影里，我却连一个真正的人都看不到。文戏崩塌成这样，再怎么努力攀登也是白搭。重剪的传闻可能是真的，饶是徐克也救不回武功尽失的李仁港啊。
康报虹,看过,较差,2019-09-29 20:58:25,765,导演的问题很大，浪费了如此惊心动魄的题材，也浪费了一众演技在线的演员。《攀登者》应该呈现给观众的，是凡人之躯如何征服自然、踏上世界之巅，是我们如何在质疑声中向世界彰显中国力量，而过多重复的、用力过猛的老式桥段破坏了情绪的表达。另外，跳跃性的剪辑生硬莽撞，如雪崩般瞬间击溃了演员之间的情感联系；无休止的配乐震耳欲聋，甚至盖过了珠穆朗玛峰上呼啸的风声。导演试图用各种花哨（事实上笨拙无比）的方式渲染气氛，却很少将镜头平实地对准珠峰上的攀登者——哪怕是最后的登顶过程，更不要说影片所犯的常识性错误以及部分配音对不上口型的问题，这部电影真的完成了吗？
凌睿,看过,较差,2019-09-30 13:35:05,632,"方五洲、李国梁的两段爱情太尬了，爱情戏完全是为了加入而加入，和整部电影格格不入。
方五洲身上顶着巨大的冰块，其它人都不赶紧来帮忙，还傻愣愣地站着。
徐缨不可以把注意事项转告给同事，让他们爬上去告诉方五洲吗？非要自己亲自爬上去吗？
还有方五洲飞身跳跃冰裂缝、趴在梯子上滑行……
很多桥段都太假了，完全没必要把真实的故事拍成了动作大片。画蛇添足，过犹不及。
把登山队个个拍得武功盖世，就像特工一样，而没有突出他们也只是普通人的特点，完全偏离了改编真实事件的初衷。
把方五洲塑造成飞檐走壁的武林高手，冰块砸不死，冰雪冻不死，就像超级英雄一样；
把松林塑造成一个为了登顶不顾一切，甚至不在乎队友生命的人；
这样拍不是在歌颂他们，是在黑他们。
如果用更纪实的方式来拍，并不会显得他们普通，反而更能体现他们的伟大。"
臭皮蛋,看过,很差,2019-09-30 09:15:48,485,说好的献礼片怎么就变成了玛丽苏爱情片，导演快出来挨打。
Yoyao,看过,很差,2019-09-30 09:04:31,452,"就感觉送分题都不要的，这个时间上映就是和70周年相应和的，结果给我的感觉是导演想拍的太多，结果哪一部分都不够好。感情戏突兀过程结果也都太过于牵强。
与国家有关的历史也没有刻画的特别清晰，那段时间登顶珠峰应该不单是那一个原因。
没有拿得出手的情节，内容，国家情怀也不够~"
五月的梦游者,看过,较差,2019-09-30 08:40:28,440,改名叫珠峰绝恋吧
yjyoo,看过,很差,2019-09-28 17:38:49,388,个人英雄主义和烂俗的爱情线乱炖。气象组负责人还有女医生这两个角色是来干什么的，作用突出不明显，甚至有些拖后腿。音效乱七八糟。爱国必须有，打着爱国的旗号圈钱我们拒绝。
紫陌,看过,较差,2019-09-30 10:02:50,316,文戏尴尬，武戏不科学，可惜了！
清水粽,看过,较差,2019-09-30 09:13:02,301,怀了很大的期待去看电影的，结果确实太失望了，主题不突出，演员也比较尴尬了
雪千寻,看过,较差,2019-09-30 08:38:44,268,为了爱国情怀去的，结果给我塞了一堆很尬的感情戏。一个王者题材被拍成青铜水平
慕詩,看过,较差,2019-09-30 15:24:17,268,不懂为什么要加入爱情戏还这么大篇幅这么烦人。
大奇特(Grinch),看过,较差,2019-09-28 15:07:17,215,李仁港还是不太行，1960部分和1975的拉练部分即便作为背景也只是走了个过场。1975登峰的N次戏剧冲突铺垫也总不够，又急于展开灾难，灾难带来的连锁反应和动作戏被编排得过于随意，一波三折看的累心。儿女情长的部分也是尬，气象局徐樱纯粹添乱，在峰顶咳出一口老血后，剧情狗血点的高峰时刻也随之到来了。
My lord.,看过,很差,2019-09-30 13:40:14,251,这种电影以后还是请个好导演吧
迷失东京,看过,较差,2019-09-28 18:05:23,205,说实话很差。这种电影就是命题作文，可发挥的空间很小，所以导演索性不发挥，中规中矩拍了一部献礼片，什么人物设计，剧情推进都没有，只管使劲儿把情绪塞给观众，让人哭起来就是胜利。镜头基本不对准正在说话的人，怕是为了掩饰音画不同步的尴尬吧……
井约,看过,很差,2019-09-30 07:25:43,257,"原型故事远远比成片震撼千万倍！
上映前被吹上了天，真实质量却是连「配音」都显得拙劣。胡歌的角色太bug了，幸好用了化名，否则对原型人物太不尊重了；各种谈情说爱戏简直儿戏，叫「珠峰绝恋」似乎更为合适；第二次攀登拍得太过拖沓，让观众难有共鸣，反而开始质疑主角的能力。多么好的故事啊，彻底被李仁港给糟蹋了！倒不如去看文献或纪录片，远比此片来得震撼。最后必须吐槽，电影院的两个小时，如坐针毡。"
monica喵,看过,很差,2019-09-28 21:40:05,202,原本最期待的电影最失望，为了国土而登山的立意，被导演的爱情故事喧宾夺主，可能香港电影并不懂国人的情怀
蚩蚩,看过,较差,2019-09-30 16:53:45,201,挺好的题材就这么可惜了
Ryan,看过,较差,2019-09-30 09:13:27,199,就那样吧……真的不惊艳 拍得太散了……很多人物并没有必要出现
张小北,看过,较差,2019-10-02 00:32:03,114,因为缺乏基于核心价值感而产生的电影美学和叙事体系的支撑，香港导演团队+急功近利的制片方把一部本应是家国情怀的登山电影拍成了武侠+爱情+动作的混搭。他们就是理解不了也回答不了那个问题：我们为什么要登山。登山电影本就稀缺，这种题材被拍成这样可惜了，因为可能很久之后都不会再有这个题材的电影了。
frozenmoon,看过,还行,2019-09-30 15:55:17,100,这盘子怎么攒起来的不清楚，这样的演员阵容为什么是这个导演不理解，阿来作为编剧使了几成的劲儿不知道。选题这种事最尴尬的就是一个明明可以出彩的题材被一个过于平庸的作者抢先做出来了，还做得非常温吞。前三分之二基本上就塌了，根本不知道朝哪使劲，好好拍登山就足够的事，为什么非弄几段拧巴的根本无法展开的爱情故事瞎搅和呢？再有，这种量级的演员怎么还都后期重配的音?而且三四成的台词对不上口型啊。有些语调听着和译制片配音似的。张译靠一己之力撑起来一半吧，那么尬的台词都被他说热了。导演完全没有把控能力，我觉得让张译，王景春，吴京，章子怡几个人自己鼓捣着来比目前可能只好不坏。
卜鹿,看过,较差,2019-09-30 08:59:32,208,一星给张译，还有一星给珠峰英雄。
魂,看过,较差,2019-09-23 21:33:35,134,【C-】估计没有足够可用的素材，这片的剪辑和节奏很是莫名其妙，硬是试图剪出一种流畅感，结果把故事讲得糊成一团、主次不分，让人分不清这片到底是要登山还是谈情说爱。李仁港的导演能力也是非常真实地展现了出来，里头好多段大场面的调度一团糟，不仅娱乐性没立得起来，还总是暴露出绿幕感。影片想要传达展现出那股顽强不屈的精神力量，但观众看到的不是主角们如何在十分艰苦恶劣的环境中克服一道有一道难关，而是各种鲁莽草率的决定和行动，更像是一支业余攀登队伍。
吃胶片的考拉,看过,推荐,2019-09-30 00:11:19,104,都说吴京无敌，章子怡才是真的无敌好嘛！一举一动，眉眼之间全是戏，台词功底不用说，普通演员念出来是矫情，她念出来就狂戳泪点。真正的表演艺术家。电影节奏控制得很好，惊吓点和高潮点都铺设得恰当，越临近结尾越是高潮迭起，离场满足感很强。既是主旋律又是优秀的商业类型片，看它！
西楼尘,看过,较差,2019-09-30 15:03:57,79,那是段中国人还吃不饱肚子的时期，那是座被喇嘛警告不容亵渎的神山，那是个没有守护好摄影机的遗憾。高山土地海洋都是母亲，她们保佑宽容我们，同时也惩罚我们。登山是为了实现老队长的心愿，消除恋人间的阻隔，接近父亲的天堂。那也是每个中国人需要翻越的自己心里的山，那山重得压了百年，令人窒息。
石马旧京。,看过,很差,2019-09-30 19:20:42,137,想看在欣欣的份上多给一星，但我实在没法儿昧这个良心。节奏混乱，剧本狗血，配乐突兀，台词尴尬，看得我直恶心。
SELVEN,看过,较差,2019-09-28 18:18:05,105,40/100 叙事非常糟，文戏干煸枯燥，攀登的过程展现的也是支离破碎，类型片的工作也没有完成好，音乐更是像不要钱一样的往里塞。至于情感部分，你小时候写过爱国作文吗？对，类似的感觉。
烟仔开,看过,还行,2019-09-30 09:15:31,99,白瞎了演员
莹小宝,看过,较差,2019-09-30 08:27:07,138,一般一般超级一般，剧情不吸引人。最后还非要加个死亡，张子怡现在拍戏不行了啊？为啥总是两眼无神，看着跟盲人一样。
Blair,看过,较差,2019-09-30 23:04:34,119,真的挺难看的，我怎么就选到这么个片子了……鉴于我思想觉悟较低，本来以为可以在电影院里接受爱国主义教育的，结果是个魔幻爱情片……下次再也不在豆瓣评分出来前瞎买票了……预售票价还那么贵，哎，就当给祖国庆生随份子了……
掉线,看过,推荐,2019-09-30 00:08:09,69,“攀登者”对大众而言是个单薄的概念，电影则立体的将他们的形象呈现出来，于是我们才知道。一个简单的“爬山”，能够遇到这么多这么难的突发状况，背后更是牺牲了无数个人利益甚至生命。将登山过程拍成灾难片形式也不失为一种类型化方向，吴京训练的镜头从脸红到脖子，演的太拼了。
王大根,看过,较差,2019-10-01 22:25:59,38,真《摄影机不要停》，只是追在人后面的不是丧尸是patriotism
邓安庆,看过,还行,2019-10-09 22:02:21,36,我看的那场后面坐着真正的珠穆朗玛峰登山队队员，他们一边看一边议论，其中一个说：“登山哪里有时间谈恋爱啊？！”
土豆牌,看过,推荐,2019-09-29 23:54:41,75,以前对吴京还是无感的，但是看完攀登者之后突然意识到，吴京在专注一种表演类型，就像圣斗士里的不死团、海贼的路飞、第一滴血的史泰龙这类的不死小强，在逆境中越挫越勇的风格，其实接受了还蛮带感的。片子里的灾难戏看点也很足，视觉奇观跟情感冲突做足了功夫
咱说,看过,较差,2019-09-30 18:28:16,64,"平心而论，本片有很多能往好了发挥的底子，却眼睁睁看着一个能做到七八分的故事滑到了五分的烂泥坑。
剧情方面，首先烂在把原型是世界上首位从北坡登顶珠峰的女性，刻画成了只会看着帅哥两眼冒星星犯傻的纯花痴，这样一位从头到尾没有展现任何专业素养的人怎么可能登上珠峰？然后，胡歌也是非常生硬的一个角色设置，这个功能性角色无非是为了让登山出现波折以及铺彩蛋梗，但为此胡编乱造出一系列剧情根本就立不住。最后，本来吴京和章子怡的感情戏一路都处理得还行，没想到到了关键时刻上演那样一出咳血滥情戏。以上三个行为表现缺乏基本逻辑的角色，毁了整部电影。
另外，本片配乐可能是花了一亿宇宙币从全宇宙最牛的作曲家那里买来的，生怕浪费一秒钟，全片95%的时间都有配乐伴耳，动不动擂鼓煽情，仿佛没有配乐故事就进行不下去了。【广百金逸】"
亵渎电影,看过,较差,2019-10-06 23:24:04,32,像是一锅乱炖，不知道该吐槽什么，反正哪儿哪儿都不舒服，感觉这是一个发生在平行宇宙的故事，没看到飞碟帽已经是我们影迷的万幸了。做类型片还是需要懂类型技巧的编剧，否则这种东西一切都是凌乱无序的，好像什么都有，但又什么都是错的，情感更找不到故事做依托，还是写小说写故事的思维在做剧本，直接把运动励志的题材拍成了爱情武侠片，看一脸褶子的战狼和章子怡谈恋爱，实在是让人心疼这一盘好棋，建议李仁港下次换宁浩手下的那帮编剧。
IrisChin,看过,还行,2019-09-29 14:09:27,62,导演的锅，五星期待值，最多三星半。儿女情长戏份太多全片格局一下就骤降……可惜了题材。
法兰西胶片,看过,推荐,2019-09-28 20:17:51,42,这片是在最后一刻的最后一个情节触动了我，就是那块三叶虫化石，它转悠了15年，见证了集体主义的“冷漠”，带着男女主角的余温，又回到了世界最初的地方，电影此刻突然变得有点唯心。以前做港片杂志的时候铺了李仁港好几个版面的策划，这次他也是巧，就是他一直执行的张彻的悲观论调，与70年代国人精神处境形成了一种莫名的扶持，和《天将雄狮》完全相反的，你看这片的节奏，基本是依赖阶段性的失败而往前推的，一次又一次隆重的失败、认错与退场，当年《见龙卸甲》要这么拍会舒服很多。当然这一次没法施展他的道具酷炫机关，所以见到一个漂亮盒子，还是一如既往地焦距往上推，蛮逗的。嗯，归结起来，这片里所有人类的突兀与坚定，都被三叶虫化石存储了，安放了。如果连石头带坑出一套周边，我会考虑入一个。
RH牡蛎,看过,较差,2019-09-30 19:12:22,82,一手好牌，打得稀烂
悠悠,看过,较差,2019-09-30 08:44:51,91,题材很好，但非得加入一些乱七八糟的感情线，和一些雷人的煽情桥段。
绿毛水怪,看过,较差,2019-09-30 12:15:41,91,真的失望的，感觉大家各演各的，大家都不在一个次元上。全程配音让人出戏，文戏就算了，主要看攀登，但所有动作戏都太夸张了，导演说融入了武侠片的动作设计，看上去就跟超级英雄电影差不多
小乙哥,看过,较差,2019-09-30 08:47:50,80,这么好的题材这么强的阵容碰到李仁港也得跪啊。。。
秋,看过,还行,2019-09-30 16:05:43,89,这导演完美诠释了一手好牌打的稀烂，全场的感情戏又尬又长，完全没看出章子怡跟吴京哪来的cp感，剪辑跟配乐简直灾难，演员口型跟配音对不上，中间心态转变的太突兀，完全没有铺垫，就像大杂烩一样硬塞给观众，登山部分的特效跟燃点是唯一能看的👌
网视互联,看过,较差,2019-09-30 21:56:03,77,看到吴京爬油罐那场表白戏，我脑袋就嗡嗡地。
🕷,看过,较差,2019-09-30 07:24:27,72,还能说啥，除了卡司要啥没啥。完全乱来，基本就是平庸的特效加流水账式叙事加铺垫不够配乐来凑的硬煽，各种元素毫无章法的一股脑堆砌。
轴承承,看过,较差,2019-09-30 12:29:01,87,谈恋爱的电影😥😥😥😥
不知道叫什么,看过,较差,2019-09-30 07:54:12,85,如果你了解过这部电影原型的故事，那么你绝对不会觉得这是个好电影，浪费了这么燃这么热血的题材。
胤祥,看过,较差,2019-10-01 15:21:05,24,这部片大概发生在平行宇宙里面吧，文革时候的人和细节是这样的？？？？就凭这个就可以负分了。虽说剧作是严格按类型片规律做的——当然做得也并不好，吴京和张译两个角色叙事功能上面有很大问题，而更要命的是从胡歌下山之后就开始崩坏，到吴京章子怡跑珠峰上面谈恋爱这段也是令人不忍直视……拍类型片就必须这样吗当然不是啊。为某些娴熟的小桥段可以加一星。
影志,看过,较差,2019-12-21 00:28:46,16,张译对井柏然说那句“我不是针对你，我是珍惜你”，挺真心的。珠峰控感觉看了个假电影。
柯里昂,看过,较差,2019-09-29 21:58:05,39,好几场戏让人想起了当年的《古墓丽影：崛起》，说白了，拍得跟玩儿一样。顺带提一句，并不是说不该有明星，但献礼片一定要拼豪华阵容这点本就显得有些本末倒置甚至于可笑了，而这又是国庆档三部里最适合由素人主演的影片，与其让一群年龄体力都和普通人相差无几的演员在银幕上“假装”拼命，不如给一些具备相关技能和一定身手的素人出镜机会。当然，什么都比不上卖钱重要。
溯笔十七,看过,还行,2019-09-30 00:09:32,57,章子怡演什么都是章子怡强加的感情戏尴尬的不行
rolisa🇨🇳,看过,还行,2019-09-30 13:02:11,75,我真的没想到这是一部爱情片……
当当当当,看过,还行,2019-09-28 21:21:58,62,为什么章子怡的大多数台词都对不上口型？开始的剧本是怎么了？
桃桃林林,看过,还行,2019-10-07 08:02:08,22,勉强三星吧，常规动作片，整体剧情比较套路，也缺少太让人意外的地方。另外，总感觉剧作塞入的元素太多太慢，反而拖累了这部影片。攀登部分的艰难，也总是缺少些实感。
已注销,看过,较差,2019-09-30 13:27:07,54,口型怎么还有的对不上。雪山里大声喊不怕雪崩吗？bgm有时候真的好吵啊！井柏然那段儿确实有点感动。感情线完全没有必要啊太尴尬了。一会儿有点儿紧张没持续多长时间就完事儿了，这种电影节奏必须快必须燃啊！！！整部电影还不如片尾曲出来时的真实影像好看感人。
已注销,看过,还行,2019-09-30 13:31:01,69,这是我最期待的一部，迫不及待去看了，实话说有点失望，不伦不类，导演的水平令人失望
scofieldd,看过,较差,2019-09-28 20:28:32,81,期望李仁港能拍出什么好片看来真是个奢望了，观感与无问西东类似，但是比起来还是差远了，吴京的台词短板暴露得淋漓尽致，不合时宜的爱国元素比他和章子怡的爱情戏还要尴尬
二月鸟语,看过,很差,2019-09-30 13:18:42,34,一星半。事实证明，上影集团选李仁港是个错误！
乌鸦火堂,看过,还行,2019-10-01 19:04:38,17,李仁港+徐克，怕不是看了部武侠片。飞檐走壁的宗师，初闯江湖的义士，侠客般浪漫化的胸怀，方五洲和徐缨不就是杨过X小龙女啊。云峦叠嶂的珠峰显形的场面，是《蜀山传》血魔的感觉。本来这种题材很难拍，登山不像海啸龙卷风这些有可视化的视觉冲击，所以找来了两位非常会玩视觉的导演，但并不是说这样的电影不能浪漫化情怀化，反而我觉得这样的风格是令人惊喜。但是题材环境和台词感用如此方式呈现，就感觉里面所有人不说人话，完全错位的。想象一下一帮人喊着革命口号去华山论剑的效果，就是这样
A。梦想 Dream℡,看过,力荐,2019-09-30 09:15:44,53,各主演的演技真的是太赞了，整个故事很有泪点，感动+震撼！强烈推荐
大海里的针,看过,推荐,2019-09-26 13:56:47,32,合格的商业片，演员和珠峰是最吸引人的，也算开创国产片一个新类型了。吴京张译章子怡发挥稳定，年轻演员的表现比较亮眼。李仁港的导演水平无功无过吧，情节展开不难猜，flag比较套路，还有进步的空间。
蒜 | BOY A✎,看过,较差,2019-09-30 14:49:58,35,既然不出评分，那就可以放心骂了。为国登顶变成了为爱登顶，干脆叫《珠峰绝恋》得了，只要有吴京，就一定会有蜜汁动作戏，一会儿是中国蜘蛛侠，一会儿是红巨人，活生生变成武侠登山片，这种戏，拍不出历史的厚重感就彻底玩完，煽情不够配乐来凑，BGM全程强奸你的双耳，故事和表演没有一点打动人的地方，用几个特效镜头刺激一下眼球，明星就是为了牺牲场面点缀悲情，真的可惜了这个豪华阵容，还那么多老戏骨，导演果然没辜负大家的期待
what'swilliam,看过,还行,2019-09-30 00:16:48,53,虽然含京量爆表但扑街预定。3.3星。1.导演无能，吴京背锅。2.台词太煽，类似“虽远必诛”的台词过多。3.吴京演技逐步进化，眼神戏相当可以，但台词不太稳定，他的声音里永远有一种倔强的少年音。4.这片子的配音和口型有点粗糙诶，不配这个阵容。5.张译这个角色本身很崩。6.章子怡吴京这对cp还没配角井柏然那对儿有火花。7.原以为比战狼更狠的是张起灵，结果最后发现最狠的还是你狼哥。8.惊险度有，登顶是泪点。9.票房要靠京哥自己的号召力了。
岳岳亮,看过,很差,2019-09-30 08:25:33,47,再也不想看李仁港任何片子
baigai,看过,较差,2019-09-30 09:49:49,38,看之前就觉得可能会有过度煽情，果然，不是不支持爱国电影，只是不支持用题材讨巧，而忽略电影本身的创作。
