用户,是否看过,评分,评论时间,有用数,评论
法外之徒,看过,推荐,2019-07-08 01:58:29,128,估计韩国的虐待儿童法案又要改写了 (姜智淑女士成功让我对女性扎头发的动作产生了恐惧。。)
kiki204629,看过,推荐,2019-07-02 23:23:54,122,根据真实事件改编，韩国电影这些年来能把社会话题改编的非常好搬上银幕，现实远比电影里更多触目惊心的事情。从2001年到2017年，虐待儿童举报增加了10倍，绝大多数施暴者被判缓刑或者罚款，而施虐者5人中有4人为父母。看《何以为家》让人感叹无人知晓的悲剧，看《坡道上的家》让人反思现代育儿观念，这部电影则让我感叹家庭暴力发酵后周遭人陌生的冷眼旁观，警察、邻居、甚至家人都可以无视。这个社会的底线到底是什么？
fallingraining,看过,力荐,2020-02-03 23:07:11,2,真正需要改变的恰恰是东亚儒家文化圈内家丑不可外扬和自扫门前雪的陋习。
浮生,看过,力荐,2019-06-03 23:42:56,15,韩国真的很善于拍摄这样的题材，但是这种电影往往没法看，看了真的很扎心！而且又是真实案例改编，真的不敢相信有这种畜生爸爸和禽兽继母！为什么不判死刑！
喜杨杨,看过,推荐,2019-06-29 18:16:58,125,"最悲伤的一句是：‘’根据真实事件改编”… 真的发生了?! 邻居 老师 警察，真的有那么多人没有出手相助… 为人父母不需要培训考试，真的是最大的bug… 
片子一般、但意义重大。
如果看见受伤无助的孩子，希望你可以伸出援手！"
木光,看过,推荐,2019-07-09 12:16:45,38,现实改编，儿童遭遇迫害的韩影我已经看出阴影了。于是这部电影一开始我已经把自己带入到阴影中。揪心、头皮发麻、无力感贯穿始终。即使拍的不及《素媛》《熔炉》等掷地有声，依然让我如鲠在喉。我盼望有朝一日，所有人懂得一个为人最基本的道理。你可以不喜欢、讨厌这个世界上任何生命体，但不要去施加伤害。
一句话影评,看过,还行,2019-07-05 23:51:49,111,如果没有熊娃娃呢 片子用这样一个概率极小的直接证据 将坏人严惩 但没有解决一些更重要的问题 像是熔炉和素媛中 受害行为发生的各种原因探讨 正义之士们的艰难抗争 共情程度依旧局限在孩子被虐的阶段 电影只能算呈现叙述事件 而不能在深度上加深
𝚁𝚊𝚔𝚞𝚢𝚘𝚞,看过,推荐,2019-06-28 19:33:43,41,意义大于片子本身
Scarlett,看过,较差,2019-07-03 08:57:26,65,题材值得尊敬，但影片本身也太烂了吧。。。。。。
は,看过,还行,2019-07-01 04:32:35,46,真实事件改编 唉 好痛 我赞成好的结局给人希望 但现实远没有这么幸运 剧情设置还是浅尝辄止 社会舆论发酵和庭审戏能细致点会好一些吧
五色全味,看过,推荐,2019-07-19 04:09:36,20,戲拍得簡單，遠不像《熔爐》那樣drama和煽情，但相比《熔爐》，我更喜歡這部戲。戲中不直接呈現那些能製造效果的殘忍虐打場面，處理上很小心，避免藉此煽情；亦有一份成年人角度非常誠懇的自省態度。我看到創作人的善意，縱然戲劇上未必滿足到很多人，結局也偏理想化，但我認為這是一部有良知有溫度的好戲。
世纪末之诗,看过,还行,2019-07-05 23:47:38,36,6.5分。跟素媛差不多的题材，但是评分差很多。案发之前的铺垫太长了，后面所有的重心都放在了法庭上，对法庭之外大家的努力描写很少，法庭戏也拍得很儿戏。
发条橙,看过,还行,2019-07-15 18:29:46,28,一时竟想冲进银幕手撕这天杀的毒妇，妈的，可气死我了。
学号06,看过,还行,2019-07-06 15:30:03,12,老师教育我们剧本编不下去的时候不可以有投机取巧的行为
梦行30,看过,还行,2019-06-28 12:20:23,9,一般般，金刚还是找到了？我怎么没看到哪找的？小孩子演的很好啊，但是电影有点乱其实。可怕的还是现实越来越多的虐童案件
桃桃林林,看过,还行,2020-01-14 17:24:32,4,这种电影看着太揪心了，韩国电影现在总是做得过于戏剧性。但是看到小朋友被打的场面，还是心疼得不行。
下饭菜,看过,还行,2019-07-20 19:30:08,7,拍的有些矫情
刘在石的妈妈粉,看过,力荐,2019-07-05 00:07:43,7,"年度必看韩影之一！电影是有力量的，电影应该有力量的。敢于拍自我检讨法律缺陷的电影总会帮助社会进步。我很羡慕，很羡慕他们国家能够拍这种对社会有影响力的现实电影。
最惨痛莫过于影片开头那句“根据真实事件改编”。
最近的韩影如《证人》《白小姐》普遍关注残疾、家暴等儿童问题，而到了本作，虽然情节发展都在预料中，但它优秀在于将每一个“俗套”的感染力最大化，它的张力不亚于《熔炉》《素媛》等，真实如重拳一击一击穿透屏幕打在鼻梁，看到最后我一边掉泪一边咬牙切齿。
女孩视角的家暴、旁人视角的家暴、最后视频男孩第一视角的家暴，加上男孩死亡前胸腹的模样，电影毫不回避或吝啬丧尽天良的禽兽行径。
不是生了孩子就叫做父母…他们毁了一个生命，也毁了另一个生命的人生！
娃娃鱼和后妈发挥不错。
小女孩超神演技，看好她发展~~"
glim,看过,较差,2019-06-29 08:55:56,60,其实电影很一般，但是意义很重大。试想罩国有这样的事，最后肯定是今日头条里的人血馒头
猫苦艾。,看过,还行,2019-08-02 13:32:27,9,煽情，也套路，有点疲劳了…
Niiii,看过,较差,2019-07-03 14:45:25,38,题材好，拍得烂。都起诉了还不第一时间隔离小孩，邻居证词也没有采集，玩具熊的设定太戏剧化了，总之剧情有很多说不通的地方。电影光是想通过这种突如其来的证据来解决冲突，而没能真正从社会层面反思现实中面对这种无证据的窘境该如何处理问题。我还是一如既往佩服韩国电影的煽情本领，我一边觉得电影不行一边哭成狗
c.love._,看过,推荐,2019-07-03 12:42:39,14,个人感觉毁在结尾了 哎呀卧槽这么可爱的孩子怎么下得去手 这些人都特么脑子怎么想的 变态就该立即处死别再祸害别人
康报虹,看过,推荐,2019-08-28 11:40:18,17,我们一路奋战，不是为了改变世界，而是让每个人好好的活着。
朴不程,看过,推荐,2020-02-16 22:55:21,3,再次诠释了后妈不是人。对于出现像里面那样的律师我表示悲观。。。煽动性情节可同于《熔炉》《素媛》，但手法、格局和寓意上远不如后两者，后两者更为深入地叩问到制度层面。7.9
小月,看过,还行,2019-07-12 10:17:13,3,其实这样的影视剧并不少见，只是现实并无法杜绝，儿童缺乏表达能力，缺乏自我保护能力，也容易被亲近的人误导等等原因。而社会大众也不过是冷漠的感叹，真是可怜，父母真是人渣。。如此而已。
绿脚趾,看过,推荐,2019-07-17 17:24:43,7,我们应该多多鼓励这类型的创作
扰扰,看过,推荐,2019-07-03 21:02:34,9,母爱缺失下的悲惨故事……
期假有沒戀網,看过,很差,2019-07-06 13:24:51,34,糟蹋这个题材了 一切都太巧 本可以拍的很好 但是这个手法以及内容都是套路感太强 故意煽情 男主演技真的蛮差的....翻盘的是摄像头 那个金刚娃娃找回来女孩就愿意讲话了 而且男主的台词 还有那个后妈的台词都太尴尬了 电影又很拖沓 导演真的不行✋
kylegun,看过,推荐,2019-08-01 00:50:33,3,无脸照片，汉堡之约，星空天花板；又见38位无声证人案，但对旁观者的批判和法理本身的反思还是弱了，基本让一个坏到极致的继母承担了所有的责备，处理得不太好
曼靑,看过,推荐,2019-08-31 22:28:20,5,同样都是「父母皆祸害」的主题，和隔壁日剧《坡道上的家》歌颂母爱的画风不同的是，韩影的画风一如既往的彪悍。从《熔炉》、《素媛》开始，韩国拍了近十年的虐儿施暴性侵题材电影。每一部电影都像冬天湖面上的冰刀 划出一道道尖锐的声音直刺心脏。继母施虐七岁和九岁的姐弟，导致弟弟肠道破裂致死、并且嫁祸给姐姐意外杀人——这个设定已经让我在心里捅了这个继母一百多刀了！如果你想知道在恐惧中成长的小孩儿是怎么样的，我想我会告诉你 剧中的弟弟就是这样的小孩儿。七岁才第一次见到汉堡包，他不敢吃，因为吃汉堡包会有面包屑洒出来。律师叔叔不以为然的笑道 汉堡包就是要边吃边洒的呀。他并不知道，吃饭洒出来 对弟弟意味着的是一顿狠狠的毒打。他至死都没有体会过所谓的妈妈是一种什么感觉。
陆支羽,看过,还行,2019-06-26 18:36:10,2,3.5。
已注册,看过,很差,2019-07-04 23:12:21,5,人物完全立不起来，故事毫无逻辑可言，还有极其拖沓的剧情，视听和表演上完全没有动人的点，气氛全靠音乐强起，流水账一般的叙事。导演处理戏剧转折点的重要情节性物件的方式比艺考学生还要稚嫩。韩国电影越来越多地打着真实事件改编和社会影响力的幌子来收割好评。有些甚至是如这部片子一样臭不可闻，除了小演员以外，真的一星都不值。
鬼腳七,看过,还行,2019-09-22 19:14:08,0,也算某种韩国特色类型片了
我没偷你口红,看过,推荐,2019-07-06 17:36:45,7,综合来说四星吧，法庭最后那段不太好，太刻意了，另外，导演选个这么可爱的女孩来演，还真让人理不清楚是好还是不好
今言,看过,推荐,2019-09-17 20:02:04,2,因题材多加一星
谢谢你们的鱼,看过,推荐,2020-01-13 09:48:19,1,是《素媛》那一类的电影而非《熔炉》，情节写得比较温和与自然，弱化视觉上的冲击，花更多的时间在铺垫和丰富人物之上，不走类型片的形式，不用类型片的拍摄手法，一切只为更冷静地呈现真实事件，煽情方式相比同类型的韩国电影克制了很多。
我呼吸的空气,看过,推荐,2020-02-01 17:40:13,0,"7.5分吧。故事前半程不怎么揪心，平平实实的叙事，不然我早就弃了。柔软化处理让人能看得下去。平常人的那点恻隐之心和正义感有时太珍贵了!.""宅、罩、洗""系列。"
zhang 2nd,看过,还行,2019-10-02 16:40:25,0,平
梵目,看过,力荐,2019-07-11 17:23:02,0,家暴罪恶
洋酒豆豆,看过,还行,2019-06-27 04:37:16,3,这种题材一打开眼泪就往外跑，希望现实意义能多推动更多的对弱势力群体的关怀。但是作为电影本身来说，人物塑造和剧情推进感觉不是很完整。
雲語荷棠樾,看过,推荐,2019-08-12 08:59:40,1,Tsks凤凰天使字幕组
Panda的阴影,看过,推荐,2019-09-05 04:44:29,0,1.想起隔壁喝农药自杀的邻居大婶生前有次和我聊起她小时候她妈的对他们兄弟姐妹劈头盖脸、拳打脚踢的家暴往事，印象很深的一个就是被抓着头发直接从二楼楼梯拖下来，根本不管她们身体疼不疼…当时听她讲话时，我无比惊愕，万万没想到如今看起来有些慈祥的老奶奶曾经会是那样一个人？然而，尽管如此，她依然被她们兄弟姐妹赡养……2.想起在天津遇到的“黄鼠狼事件”，自己的善心跟不上自己的能力，导致不够勇敢的我也成为冷漠的“人类”，然后为此而自责好几天……3.如果那时候我“死”了，那些直接或间接伤害过我的人/朋友会为我的死感到愧疚吗？…我更能确定的是，爱我的父母肯定会非常痛苦……
听霜书生,看过,还行,2019-08-22 11:12:53,0,评论里有个讲背景事实的，更寒心。
飞鸟凉,看过,还行,2020-02-18 00:05:19,1,3.5 社会意义大于剧本及拍摄水准，戏剧性大于人物（男主和父母的塑造，以及结尾有力证据的处理都不太好）。对于善与恶的呈现过于潦草。在韩国这样的男权社会中，（后）妈被塑造成大魔头，而父亲对于后妈的恶行习以为常视若无睹，实在奇葩。以及看的过程太难受，几乎不可能在孩子遭受如此虐待时还能无动于衷。
夏季的天空,看过,力荐,2020-02-21 20:43:18,0,"以真实事件改编的社会题材电影，真实、犀利、芝焚蕙叹、泣下沾襟。
“并不是爸爸妈妈相爱生下的孩子，就不能像别人那样生活了吗？”
“我是妈妈莫名其妙生下的孩子？莫名其妙生下的孩子就要忍受拳打脚踢吗？”
“大人是不能信的。说出来又怎样呢？珉俊不是都死了嘛。只留下你孤零零一个。要是相信了大人，你会死的，你会被假妈妈打死的。可我还是觉得好委屈啊。就算有点委屈，还是能活着好点。”《熔炉》、《素媛》和本片最令人“惊悚”的地方就在于，这些电影都是由真实事件改编 -- 地狱空荡荡，恶魔在人间！
本片的故事原型：
发生在2013年的韩国继母虐童案--“漆谷虐童案”。
只生不养，何以为人？
雪山崩塌的时候，没有一片雪花是无辜的。
幸运的人，一生都被童年治愈。
不幸的人，一生都在治愈童年。"
不贰,看过,还行,2019-10-13 12:07:54,3,很好的题材，但是拍得瞎，太多的情绪化。杀人的人被惩罚，但是法律的疏漏、邻居的冷漠、社会机构的敷衍塞责，这些某种程度上的帮凶，并没有为此承担实质性的责任，连一句追讨都没有。杀人的人固然可恶，但一个纵容凶手的环境同样在作恶。
Morning,看过,还行,2019-09-07 08:31:36,2,写得好正面的角色，但是写不好恶魔的角色，导致进入对抗之后，几乎平铺直叙，柳删和导演一起做出来的扎头发的细节很好，既有冲击力，也是文学意味，庭审戏的几处高潮也设置和处理的颇为简单，总之好的社会题材并没有推向被电影再次展现和创作的极致的准备。
Lunar C.,看过,推荐,2019-07-31 01:06:52,2,看这种电影真的难受，学责任分散效应时候就说的开头案例，雪崩的时候每一片雪花都觉得自己无辜。不过管别人的事确实需要勇气——影片里那些邻居如果都报案的话，又怎么会发生悲剧。一直告诉自己要尽量做个正义的人，110过打女人的邻居，扶过躺马路中间被撞倒无人问津的大爷，给路上酒醉的女孩叫过回家的车……做个好人吧，如果世间人人都献出一点爱，那么受益的人总会轮到自己。保证自己安全的前提下，还是决定继续做个“管闲事的人”。
凝固的奶茶,看过,较差,2019-06-28 23:46:23,13,1.前面很拖沓，而且电影对该题材的挖掘不够深刻，缺乏探讨输出
河狸,看过,还行,2020-01-15 08:41:04,1,题材非常好，但是拍得过于敷衍，连韩国影片的标配‘催泪’都做不到，实在是失败。另外，编剧你是多无能，才会想出用玩具视频当证据的。
𝙎𝙥𝙖𝙧𝙠𝙮 | ✟,看过,2019-09-22 01:27:16, ,1,而现实生活中成年人就是这么不可靠 成人世界才会讨论合理化打孩子
Vi,看过,还行,2020-02-28 17:53:29,0,对罪行的熟视无睹是最可怕的，也许一声呵斥都能救人于水火。韩国电影能涉及并探讨这样的社会议题，促使人们反思并提高社会责任感，这是我们羡慕不来的。
阿尔法,看过,推荐,2019-07-13 14:01:14,2,全程都在虐呀，看的揪心，看的不愤，真的推荐。不是新闻里面几句话就完事了。
多宝,看过,较差,2019-07-10 14:41:08,7,阳痿叙事法，无情绪无转折，又散又拖沓，浪费好题材。
魔法炼金术士,看过,还行,2019-10-10 22:07:58,1,改编得其实特别不好，是事件本身的社会意义在发挥效力。庭审的过程敷衍潦草，基本上只有直接证据和多彬指认两个障碍。最失望的是最后庭审的说教，男主角充当了法官和社会道德裁判的角色直接对着犯人指责纠正，配上底下所有演员的拼命拭泪，太刻意直白了。
童叮叮当当,看过,还行,2019-07-03 18:31:00,3,歹毒，金刚设定玄学
这可如何是好啊,看过,较差,2019-07-21 12:46:35,4,确实可以跟熔炉比，因为都差不多僵硬苍白。对施暴的刻画简单粗暴，人物描写老套空洞，空有现实题材而无现实意识，现实中真的有律师会和两个素不相识的孩子出去玩？继母往死里打，身上连点伤痕都没有？关键时刻视频小熊从天而降这种剧情是上世纪从没走出过乡村的编剧与自己的玩具熊同床共眠时灵机一动想出来的吗？玩具熊还能录像？？还录的继母正脸？？？exo me？？？人物性格转变莫名其妙，尤以男主为甚。演技？男主三分之二都是死鱼眼，“你是人吗”那一句，我瞬间脑补成了偶像狗血爱情片出轨情节，两个小孩演技都好得多。只能说韩国导演很幸运，他们有很多超级加分的题材能拿去随便糟蹋。2.6/5
白兔糖,看过,推荐,2020-01-20 23:22:54,2,力度和深度都有所欠缺，但题材取胜。韩国电影在挖掘题材和直面题材这方面真的做得好。
玥玲,看过,2019-08-13 21:28:52, ,0,看的影评，就当看过了，不评分，
酱酱酱酱,看过,力荐,2019-12-27 09:20:44,0,看得我稀里哗啦 天下有这种妈妈
Vivian,看过,还行,2019-11-01 20:45:42,0,不知道是不是因为看的多了，没觉得感动
山上风下,看过,还行,2019-10-27 10:07:08,0,2.5 浪费题材
小年左,看过,还行,2020-02-27 00:16:37,0,又是真实故事改编、我妈中途就被气哭，后面视频证据出来的时候，母女俩几乎抱头痛哭啊太可怜了…抹一把眼泪言归正传，这部探讨的家庭暴力又和《素媛》和《熔炉》不尽相同，素媛完全是变态作案，熔炉还在打法律的擦边球，衣冠禽兽们假披善衣有预谋有组织地犯罪，但继母或生父母虐童会更复杂，除了犯罪当时，平时或多或少会尽到一定义务（也许没有），这部最后继母诡辩的时候有提过「买菜做饭照顾起居送她们上学」，真假不得知，但一部分被家暴者选择不报案确实也与事后的「呵护有加」式哄劝有关，感情在内也是此类案件更难突破的原因之一。这部过于脸谱化也许更能煽动民情。anyway，希望也能成为可以影响法律的作品。
斯齊佐飛力尼克,看过,推荐,2020-02-23 21:54:55,0,太残忍了，很多情节压根不忍心看。我们需要开始质疑那些孩子杀死孩子新闻背后的真相了。看完这个才真正觉得《小偷家族》的创作角度有多难得了。
Q。,看过,还行,2020-02-19 23:50:57,0,题材很好，但整个电影拍的很流于表面，人物刻画不够饱满，剧情衔接也缺乏连贯性。 ★ ★ ★
弓谷所長,看过,还行,2019-07-20 18:25:42,1,看的真难受，韩国会拍出这样的电影，很多电影都是这样强烈的让观众感觉到咬牙切齿的痛恨，但我感觉一直这样的方式，也是在过度消费观众的价值观，就像狼来了喊多了，最后真狼反而变成假狼的。不能一直看这样的电影，会对人生产生怀疑的，其实美好的家庭更多。
seamouse,看过,还行,2019-07-29 23:49:20,0,议题意义深远，摄制展现一般。韩国还是擅长把新闻第二落点，表现得悲喜交加
yasha001,看过,推荐,2019-07-19 10:08:43,1,8分。剧情方面很抓人，特别是最后与继母法庭对质和小姑娘开口说出真相两段戏。小姑娘和男主的转变升华是自然的，这就不容易。这部片批判了社会上虐童和冷漠的现状，够了，不用要求电影再深入挖掘为什么会有这样的情况，连深度新闻都达不到，影片能让人思考就好。那个金刚玩具能录像前面一直没说，导致后面剧情感觉就是为了能告赢继母才说明清楚，是一个不足。
胡二,看过,还行,2019-08-06 12:00:20,0,孩子太可怜了
Heaven,看过,还行,2019-07-07 11:15:34,4,有金刚的是电影，无金刚的是现实。
Tina,看过,推荐,2019-07-28 10:10:47,0,太凄惨了！孩子一再地问大人“我做错了吗”，但在冰冷社会中，汲汲营营讨生活的人们哪会有耐心去听一个孩子的呐喊？当我们在质问片中邻居、老师、警察、社工的冷漠时，其实将自己代入同样的情境，未必会比这些人表现得更有几分人情味，这也是片头被抛出的案件的意义所在吧。冷漠、事不关己、高高挂起、不要自惹麻烦上身，将“明哲保身”这一套玩得如此熟练的成年人，该怎么心安理得地面对孩子纯洁如黑宝石般的眼睛？
枯川满,看过,较差,2019-07-06 23:21:09,4,讲真，这样的题材在这样的导演或跟风环境中，已经被玩坏了。
饭岛蜗牛,看过,较差,2019-07-17 15:22:44,1,不合乎逻辑草率又肤浅的电影，所有人都过度脸谱化，导演只懂调动观众情绪，不能引人深入思考，利用家暴儿童题材，践踏法律的公平合理性。导演只是卖弄了自己的小聪明拉口碑和票房而已。P.S.李东辉的演技放在群演里还看不出这么差劲……
天渊,看过,推荐,2019-09-13 22:59:42,0,电影本身三星半，看完之后能引起观众对家暴问题的关注，这也是电影的一种作用，值得四颗星。有部分情节比较像熔炉。
forfaen,看过,还行,2020-01-25 19:08:49,0,前半段铺垫得不是很好，后半段升华就有点升不起来
夜潇狂,看过,推荐,2019-07-14 19:07:43,0,难得的题材，最后一段真是恨得人咬牙。可惜叙事节奏太松散拖沓了，逻辑也有点过于理想化。
inpaauI,看过,较差,2019-10-30 22:28:05,2,毁题材系列
叶酱,看过,推荐,2020-01-25 00:13:25,0,看哭，施暴者真的要下地狱
laurenⅢ,看过,推荐,2019-08-27 15:05:02,0,too young to know how to survive
葱葱,看过,推荐,2019-08-06 10:21:13,0,电影三星，题材加一星
麦小白,看过,较差,2020-01-19 17:37:57,1,为了煽情，为了卖惨，就一定要把邻居塑造成作壁上观的路人吗？警察、社工接到投诉不会去左邻右舍了解下情况？街坊完全都知道这家有打小孩的情况，最后事情还能发展到小男孩被打死，后妈在法庭上惺惺作态、大放厥词，这部片为了达到卖惨的目的，已经完全不顾及合理性和说服性了。
尘飞扬,看过,较差,2019-07-11 16:22:38,0,从文本角度来看，前戏铺垫过长，审判戏拍得不好看，影片有一定社会意义，但拍得不好，不如《晨曦中的女孩》
木石子,看过,推荐,2019-07-04 14:41:21,3,当需要你站出来主持正义时，沉默也是一种罪！
销声匿迹,看过,推荐,2019-08-14 01:27:39,0,感人至深，部分镜头和熔炉很像
任家少女,看过,力荐,2019-11-06 09:33:18,0,保护儿童，保护好的儿童，都是为未来社会整合资源，所谓父母不过是社会的暂时抚养人，如果觉得自己可以主宰命运就错了，但是现在还没有真正的实现，所以父母确实决定了孩子的命运。
草原上的马,看过,很差,2019-06-18 20:30:05,0,看的生肉版
岸芷汀兰,看过,还行,2019-12-24 00:36:45,0,拍这种题材勇气可嘉  但感觉矛盾冲突还不够  还差了点儿
24city,看过,还行,2019-08-14 11:13:51,0,控诉司法的不完善和真实事件改编，韩影这几年屡用不爽的法宝，当然因为主题先行的缘故，基本上不会有太大的口碑风险，但总是惯用的叙事套路，故事就显得不那么真诚了。这部也是同样的问题，人设和情节各种熟悉，而结尾也没有打到根源，人物的心理状态表现的很浅显，就只煽情而不动人。
Sundance小千,看过,还行,2019-08-18 16:58:55,0,3.5星，故事有意义，辩护靠抓瞎。
闲坐窗前,看过,推荐,2019-08-02 23:23:05,0,三星半。1.比《美国田园下的罪恶》差一些。2.家里有一个可以录音录像的玩偶很重要。3.最喜欢那个小胖子男同学。
LaoQ,看过,较差,2019-07-02 21:53:17,1,可能是出于真实考虑，角色扁平，叙事散，剧情常规。
肖浑,看过,推荐,2019-12-02 21:56:44,0,三星半。非常典型的韩国社会问题片，优缺点都很明显。这后妈形象扁平得…可以入选各种十大恶人榜了，我要是小时候看绝逼会留下终身心理阴影。
WilliamOsborne,看过,还行,2019-07-05 23:18:18,1,娃娃鱼主演。片头只要有“根据真实事件改编”的字样那基本上会是部发人深省的韩影。然而现在越发对韩影普遍的“用力过猛”不感冒。
黑米糕小姐,看过,推荐,2019-07-15 14:03:03,1,"法庭演绎太没有现实程序的根据, 减一星"
tonight,看过,还行,2019-08-01 19:35:50,2,当妈的看不了这个，牙差点没咬碎了，时刻恨不能冲进屏幕里和那个死老娘们拼个你死我活……地狱坦荡荡，魔鬼在人间
荒淫少妇朴赞郁,看过,还行,2019-07-12 11:53:36,0,剧作上做到不露技巧和痕迹是一个道界线呀，最近的努力方向
日光倾城,看过,推荐,2019-07-16 23:12:35,0,看完很难受，因为是真实的事件改编，因为往往现实远比电影残酷的多。是多没有人性的父母才能对孩子下得去手？
巫山一段云,看过,较差,2019-07-09 22:05:56,2,典型韩式套路煽情片，一切都按照这一类型模式的既定方向走。社会事件带来噱头与震撼性，人物表演去渲染情绪、消费感动，还要喊口号似的来输出诉求，却不对问题进行真正的探讨。在这之中颇为令人感兴趣的是虽然全世界的范围内，都存在这种使用面相决定性格形象的商业片，但在韩国，及其偏好儿童演员的使用，特别是启用女孩担任主演，从效果来看，基本是成功的，儿童天生自带的令人喜爱决定了在如此反差事件之中得以吸取最多的眼泪与同情，但从另一方向看，韩国此类型已经趋于饱和和固定了，儿童的演技也都是统一模式，一种集体规培训出来的可怜模样，但题材天生决定了不能按照其他类型片那样进行喜剧化的反类型革新，就注定了此类电影在前本段温暖，后半端煽情的模式继续走下去，但当市场一旦对此类电影饱和，那此类型的电影的未来是极为忧虑的。
某妮,看过,推荐,2019-08-14 20:17:39,0,题材大过天系列
ArtShadow㍿,看过,还行,2019-09-30 23:33:40,0,部分情节过度戏剧化，Coco说这还是李东辉第一部主演的电影
西祠,看过,推荐,2019-07-12 17:16:40,0,哭惨。对于被施暴的冷眼旁观，有自保，也有不知方向的感觉，报警吗？福利机构吗？妈妈最后那句：我没有妈妈，怎么知道妈妈的感觉？仿佛找到可以理解与怪罪的理由，真正需要解决的，不是个人的惩罚与归罪，而是，如何为人父母者担起父母责任？这需要由谁解决呢？熔炉那句，或许我无法改变世界，但努力不让世界改变我？在这样的世界生活，【我】又是什么样子呢？
玉木大河,看过,推荐,2019-07-22 12:07:27,0,3.5星。当然知道是真实事件改编还是多多少少存有一丝感慨的心。故事在前半段铺垫冗长，而且重点似乎也比较向男主角倾斜，而不是站在小委托人的层面上。当然这也无可厚非。但恶人实在太恶，在情节的设置上也稍显不足。整体还是会催泪的故事，只是又一次套路化了。
Akwan,看过,推荐,2019-10-15 21:43:47,0,3.5/5 家暴
F1sh,看过,还行,2019-07-07 20:14:12,2,这么好的题材拍成这*样居然有8分，换个有点水平的导演估计又上9分了...
