用户,是否看过,评分,评论时间,有用数,评论
🌸樂芃☯,看过,力荐,2019-12-17 21:21:01,744,《葉問4完結篇》更多的是民族氣節，中國人的武術精神，甄子丹一如既往的沉穩、內斂，這部也是他最後一部武術片，讓海內外華人振奮人心的電影。心有正義自無畏，勇立潮頭敢擔當。海外華人要互相幫助，團結一致，才不會被外族輕視挑釁。
Devlali Number,看过,还行,2019-12-20 14:52:59,129,"动作设计是真的很强，看得出来已经很照顾叶先生赛亚人一样的不老体质。而李小龙这边也确实帅的可以，巷战全段都很精彩，速度感与打击力度兼备。

片子结尾主题曲一响，系列一混剪，对这种情怀大棍我毫无招架之力，但其实一开始我就觉得这部在人物刻画上没什么必要存在，第三部已经是从神到人，从民族大义到个人家庭，已经是条各方面都比较完备的弧线了。那为什么现在又要强行复刻一下第二部呢。

两对中美矛盾，小女孩儿那条直接给写丢了，文化误解完全没有消除，一丁点儿的怜悯跟理解是完全两回事，更何况连怜悯都没给。另一条线也一样，叶问初来乍到与万师傅的理念区别是关于“胜负”，唐人街那场戏可以被看作复仇，结尾大战也是复仇，在煽动性上，显然唐人街那场戏更强，抽走了最后一场的情绪。"
对你爱不完,看过,还行,2019-12-20 10:29:51,114,又一个系列的终结，剧情非常简单粗暴，动作场面拳拳到肉，袁八爷的武术指导依旧精彩，最后还捞了一把情怀。与上世纪8.90年代相比，如今硬桥硬马的功夫片实在是少的可怜，且看且珍惜，但愿在步入20年代后能有更多优秀的作品喷涌而出。
大海里的针,看过,推荐,2019-12-20 13:09:18,1046,"1.师傅们切磋真精彩，就是有点费家具。
2.传武老师傅惨遭美军痛打，好讽刺。
3.华人小市民的生活，还是那个港味儿。郑则仕饰演的警察就像亲切的街坊，叶问丧偶后一个人带孩子的不容易，满满的人情味儿。
4.最终战如果让李小龙打就更好了，可惜这是叶问的电影。
5.吴建豪饰演的华人士官不知道该怎么评价，是民族自信呢，还是归化者急于寻求认同？
6.吴樾饰演的基本上就是第二部洪金宝的角色，然而洪金宝落败败好歹还有个疾病原因，吴樾这也太惨了吧？
7.斯科特·阿金斯一边用着空手道，一边歧视黄种人，我寻思空手道也是黄种人发明的啊？编剧你想啥呢？
8.片子整体还是不错的，打得过瘾就行，而且完结篇明显比前几部打得更狠了，但是因为第一部的高度，这部只能打四星。
9.“阳痿的人才需要吃伟哥”，所以昆汀阳痿？"
刘在石的妈妈粉,看过,力荐,2019-12-17 22:11:49,371,"【四部宗师传奇，贯穿了我的青春热血梦。这是来自一个格斗迷、港片迷、因《叶问》而开始学习咏春近十年，现在却逐渐大腹便便的少年私心五星】
泰森在前，阿金斯饰演的军官不是叶问最强劲的对手，却是系列以来唯一彻底激起叶问的杀心，毫不留情以标指终结的敌人。以粤语来形容，就是两人打得“好狼死”——在前三部不曾有过这类像在《导火线》打武痴林、打常威的张力，原因之一就是这次终于两人处于势均力敌且被兽性支配势必致命的情况。
紧接随着《一代宗师》的BGM，回顾起四部以来的精彩一幕，我的眼泪真的禁不住流下了…
李小龙比武&表演寸劲一幕模仿了历史真实的纪录；叶问与吴樾单手切磋让我想起《精武英雄》李连杰与仓田的蒙眼经典，这是武德精神。
电影有意无意再讽刺当下所谓的“传武大师”。
心疼罗师傅叒被打得好惨啊！
详情看长评↓"
Mr. Infamous,看过,还行,2019-12-20 20:54:22,73,练家子过招，在一个动作演员断层严重的时代，总觉得稀罕，尤其是甄子丹、吴樾二人的打戏，勾起了几分贪恋。而陈国坤、阿金斯、高战（混华语圈居然改了中文名），照旧有不差的动作表现，但种族歧视、民族情绪之下，很多印象总在绕着刻板去走，像是个努力刷新却无力的老调。不过，叶问那种平和却不哑忍的气度，至少拿捏得舒服。一个问题，1964年，叶问都该七十了呀，太不像了。（刚送完星战，就接上叶问的终点。少有的没来得及补完前作却不得不先看了的电影。国语版里，唯一的粤语是老外念的“师公”和“师父”，以及罗莽对战高战时第一句话的尾音“啫”）
飞侠式拼搏,看过,还行,2019-12-20 14:12:39,63,"1.管它是什么美军日军啥的，管它是哪门子门派哪门子拳的。四部下来，叶师傅统统都打了个遍，圆满了，也太圆满了。
2.有人说还没等到叶师傅加入复联就完结了。啥？都在《星战外传：侠盗一号》打过外星人了，都在宇宙其他星球打过了，你还要叶师傅怎么样。
3.反正就是这个套路，其他师傅挨揍挨了个遍。然后我是个习武之人，遇到不公义的事，我必须站出来，叶师傅登场使出连环冲拳揍人。心疼其他师傅，不是挨揍，就是在挨揍的路上。
4.打斗动作戏确实挺多的，反正就是让你爽完就完事。记住，走进影院你只需明白一点：文戏啥的不重要，看他打人就对了。
5.十一年过去了，“我要打十个”总算是完结了。最后，那就个人排个序吧，1＞4≈2＞3。"
Z星驰007,看过,还行,2019-12-21 21:21:31,44,这就是所谓的从走打到尾？每一场对打都是为了打而打啊，起因简直可以说是很幼稚。扬我国威？展我中华武术？立我国人之傲骨？可是，怎么看都像是在辱我国人狭隘、固守、偏见、自大啊，唯独叶师傅一人处事明理、处世大智大勇，真的是低级红啊！几个年轻的演员，尬演得完全带不动，啊啊啊啊，毁我一代宗师啊！！！
内陆飞鱼,看过,还行,2020-02-09 19:58:54,19,打西洋人、打东洋人，内斗打自己人，也是“问我国家哪像染病”系列了，香港导演、编剧太知道大陆观众需要什么样的台词和剧情，到如今故事已经模版化，人物套路化，格局越写越窄，拼凑痕迹越来越浓，有些台词写得跟华春莹的发言一样，有些尬尬的，是该结束了，再拍的话，只能打外星人了吧。
玩酷子弟,看过,还行,2019-12-20 13:01:09,33,广东地区提前一天点映，看的粤语版，但里面吴越父女俩却是讲普通话的，令人出戏。李小龙身为工具人，作用还不如吴建豪饰演的美军士官。作为完结篇似乎过于仓促了，晚年叶问我更喜欢黄秋生的版本。
胖官赵,看过,较差,2019-12-19 18:58:27,699,主要是拍的无聊，尤其去美国这块，子女教育、种族歧视和内部纷争拐来拐去让人摸不着头脑。美国人可以说强行“反派”，而且耍着空手道说“你们这群黄种垃圾！”蛤？？？唯有权力结构可以琢磨下。李小龙那条线跟《好莱坞往事》差不多吧，街头混斗，只不过前者打赢了，后者打输了。袁和平的那一套已经过时了，套招太假，虚假输出，所以华语动作片真的越来越没看头。无论如何，恭喜叶问终于结束了他在这个系列里作为工具人的一生。
紹宇くん,看过,力荐,2019-12-19 19:54:59,158,叶问：叶叔叔是个习武之人，需要伸张正义时就要挺身而出，这是练武人的初心。正如台词，叶问是个习武之人，全系列也诠释了他的宿命，直到最后一刻，完美的结局。剧情民族热血不亚于叶问2，演员都很出彩，就是节奏有点快了。最后葬礼感觉可以不要，有点直接。
疯癫池,看过,力荐,2019-12-20 13:05:56,126,很久没在电影院看到这么爽的动作电影了，《第一滴血》《终结者》《007》都能拍那么多部，凭什么叶问不行？电影本身就是一门艺术，还那么较真。
星星沙_思密达,看过,力荐,2019-12-20 00:09:27,99,《叶问》IP的终结篇，从拳拳到肉肉的搏击真的非常棒，打的爽，看得过瘾。甄子丹完全是叶问本人了，陈国坤挥舞双截棍那里也像极了李小龙。有八爷指导的功夫片真的是非常精彩，八爷算是功夫片的一代宗师了。
Steve Jobs,看过,力荐,2019-12-19 23:01:43,81,《叶问4》作为终结篇，为《叶问》画上了完美的句号。那个不卑不亢，随和儒雅的一代宗师有了最好的告别，里面剪辑进之前三部曲里的场景，引起我情绪的触动。甄子丹大哥极佳地塑造了这个好男人，照顾妻子，也照顾孩子。从他一开始与儿子的吵架，到最后的和解，这部比较侧重他与儿子的情感，对应《叶问3》里注重甄子丹跟他老婆的情感。动作戏方面，甄子丹大哥对打吴樾（咏春对战太极），甄子丹大哥干倒国外教官，势必让很多人看的酣畅淋漓。其实这一部的动作水平确实恢复到《叶问2》那种感觉，打斗双方什么架势都很明显。我最喜欢的就是李小龙在餐厅外暴打外国人，陈国坤使用双截棍的样子真的很有李小龙本人的风采，太酷了。希望以后还能看到李小龙个人的电影，也能看到中国更多功夫明星的崛起。
胡士托,看过,力荐,2019-12-20 13:05:53,66,我要打十 分 ！
咖啡不是柠檬,看过,力荐,2019-12-19 15:17:03,55,叶问4收尾后，李小龙1、2、3、4...部，即将闪亮登场~~~😂
江筱冉,看过,推荐,2019-12-18 22:28:01,1164,比想象中好很多，是一个还不错的收尾，虽不足1 2但比3要好，想起当初08年第一次看叶问的时候去到广州旅游还特意要去佛山看一看咏春拳，一晃丹哥老了，系列结束了，我也老了。
夜神月的猫,看过,推荐,2019-12-20 14:41:06,647,甄子丹和叶伟信奉献了叶问以来最好的文戏，和第一次不留情面拳拳到骨的动作戏，陈国坤带来了有史以来最好的李小龙，很好的打了昆丁的好莱坞往事的脸！
无荷有之乡,看过,力荐,2019-12-20 00:01:45,33,"16年星球大战在京首映，立志一定要来北京。（尽管来京时完全忘了当时立的志。
叶问11年，对于普通观众而言可能在叶问2结束也算是完美。但对丹迷来说每一部都是一个奇遇。
很喜欢八爷的动作设计，尽管三四部在突出动作设计的情况下，剧情略显不足。但这是功夫片啊。

毕竟，“那可是甄子丹啊”"
木卫二,看过,较差,2019-12-20 14:44:22,284,如果说IP man系列在一开始还有某些灰色空间（汉奸）有探讨，那在最后两部完全沦为民族主义的宣泄出口——因为其他出口已经完全被堵死了。全片最不可信的是年迈患病的叶问（切字幕到叶问真实生平结尾）与甄子丹形象的全然不符。最后尽管使出了咏春的撩目踢裆等毒招，可依然不得不照顾观众，重复那些花样套路和小儿都会模仿的冲拳。做人当然要自信，但是否要用中国武术（功夫）去在种族歧视上找回掌声——或者说这种掌声是响给谁的，电影显然无力探讨。打戏凑合，但最有趣的点，是衔接上了《好莱坞往事》的李小龙乳化风波。
居无间,看过,推荐,2019-12-20 23:42:50,517,哭了。作为动作片迷，看得振奋又无限落寞。越回味《叶问4》，越觉得它像是一篇祭文，华语功夫片也许真的就此落幕了。这不是一句虚言。要说功夫片，《叶问4》基本是如今能拿得出手的最顶级配置。上回做出那么大阵势还是《一个人的武林》。一众武师托起了武痴封于修这个形象，他为见高山陷入疯魔，只有对决才似活着。这是武行人的心志。而叶问恰恰相反，拖着病体出拳，也映照了当下功夫片的生存状态。甄子丹的表演很好，一直是颓态，眼神几乎都是耷拉着的，少见锐利。而这种「弱体」恰恰反衬出招式的硬朗、利落和劲道。抛开这些情怀部分，剧本写得也够细密，打斗给足了理由，是动作片里的佳作。
Ho_Fai,看过,推荐,2019-12-19 22:18:29,450,是只有广东这边可以提前看吗。作为系列的最后一部加个情怀分四星吧，武术动作还是一如既往的好，以往最后都收手的禁招这部一次性都打出来了，但故事真的不满意，这简直就是把第二部的剧情翻着来再拍一次，没有足够的认真，民族和华人的主题完全没有问题，但是各种剧情的拼接和触发真的非常生硬和强行，而且还有各种老掉牙的情节。。再想想以后再也看不到叶师傅了呢，哎有一丢丢难过。ps:李宛妲真的好美诶。。那个罗师傅真的是叶问系列的常驻挨揍角色了。。是一部比一部菜
李小丢,看过,还行,2019-12-30 13:11:22,18,这片就不是拍给豆瓣的文青看的，它的目标观众大批量出没在各大门户网站的评论区，因为打日本人和打美国人是他们心中不变的YY，所以精准地搔到了他们的G点。这一部比2、3的反响好，因为起码立意能在他们的世界观里站住脚，再结合当下贸易战的现状，剧情的bug也会被最大程度地忽略不计。也不必对叶问系列太过苛责，毕竟功夫片这几十年在戏里戏外，都得承担起意淫强国的重任。
早見 英,看过,力荐,2019-12-20 12:41:06,28,"暗巷里李小龙又通关，老外腰插双截棍，关公面前耍大刀，全剧唯一笑点。
又是一部挑起愤怒的电影，李小龙又被摔了个跟头，不过他又站了起来。巴顿出来的时候就能看结局，一定是标指。
万宗华打叶问的时候手不离下三路，可后来打巴顿却基本挨不着。
中国人应该是要帮中国人的，确实应该，但吃人的时候还是中国人好吃。
巴顿每一个迅捷的回旋踢都更加凸显中国功夫的柔和阴毒。老舍的《断魂枪》和徐皓峰的《师父》基本把功夫的墓志铭给刻好了，真功夫在洋枪炮前变成了废功夫，聪明的人给它包装成了体操，固执骄傲的老师傅在黑夜黯然抚摸枪杆，叹一句“不传”。给后人剩下的只能是追忆。
打外国人当然也是可以成立的，只有这样自信的外国人才会只和你打拳而不是在暗巷里放冷枪。
时代变了，大人。
而外国的月亮到底圆不圆，也只有看了，才能知道。"
左胸上的吸盘,看过,还行,2019-12-28 21:18:19,10,勉强及格。阿金斯胖了很多，他标志性的空中三连踢只是在踢馆中华总会时匆匆展示了一下（剪辑还给剪断了）。其实文戏还是挺烂的，吴建豪非要往军营里引入功夫的努力怎么看都是在无端挑衅（他演得也挺差的），阿金斯咬牙切齿的歧视情绪也没什么缘由，本片最大的优点，是画面有种游戏时代的怀旧样貌——光和色彩看上去特别像《GTA5》之类游戏是不是？另外贯穿叶问系列的沉静宗师范儿和成长性的传统家庭观这次聚焦于子一代伸张自我意识的家教话题，写的挺细腻。配乐也不弱，编配得大气煽动。叶问落幕了，继黄飞鸿之后唯一的传统动作片系列就此完结，还挺让人怅惘。甄子丹对打阿金斯能赢，靠得还是网上总结的中国功夫老三样必杀：插眼、踢裆和捅喉咙，这真的不犯规么
xy!,看过,较差,2019-12-19 23:02:04,169,第一次看还没有豆瓣评分的院线电影啊。叶总真的是从自己人打出天际。本来以为是一个英雄迟暮的故事，甄子丹的文戏其实真的不错的，可惜剧本辣鸡压根无法发挥，谁知道又是一个走流程的流水线作品。练武之人除了靠拳头解决问题之外，真的没其他办法了，这次叶问的性格也崩坏了，以前的你明明能动嘴不会动手的。这次的议题也有点小肚鸡肠，到人家美国强迫人家学中国功夫，其实我觉得空手道也不差，同求存异吧..没必要这样、天天去人家军队里单挑..🥺打戏真的好无聊..没了那种巧劲..想想拳霸，这部所有的东西都像是走过场一样。
深谷星光,看过,推荐,2019-12-22 12:35:57,167,就只准洋人到处撒泼，看不惯叶师傅打洋人？贱不贱呐
soulmate。,看过,力荐,2020-02-18 03:06:20,1,什么时候出个叶问暴打键盘侠啊?叶问死后被邪恶博士改造，想要功夫和科技结合统治全世界，结果改造的叶问失控，化身可以穿梭各种网线和信号的超能战士，穿梭在个个键盘侠家里一套咏春打的键盘侠血肉横飞。向所有键盘侠证明了中国功夫。
锐利修蕊,看过,很差,2019-12-19 23:21:01,212,一边庆幸这系列终于完了，一边又疑惑居然才完？
阑珊,看过,力荐,2019-12-19 15:26:33,30,四部中最好看的一部，给叶问系列一个完美的结局。剧情承接的很好，而且很燃，长中国人的志气，武打动作依然是最大看点，演员很不容易， 年轻演员也表现出色。
无耻不混蛋,看过,推荐,2019-12-20 18:44:05,136,可能是近年来最好的国产系列电影的完结篇，从2008年到2019年最后一部，11年了，真的不止有情怀那么简单。叶问是属于你们、我们，乃至所有华人的“超级英雄”。甄子丹，一举一动、一个眼神、甚至一个身影，举手投足之间，满满都是叶问先生的风骨与魂魄。这是一个演员，在传记类电影中所能达到的最高境界。在这部“每个男人都想打更多的电影”里，动作场面在袁和平班底的保障下，有了更多的热血与爽感。几场大的动作戏，甄子丹与吴樾的对决，代表了华语动作片在“流畅感”上的最高程度。
月之羚羊,看过,力荐,2019-12-19 15:25:55,28,电影的动作场面很震撼，而且是粤语版的，看得很亲切，没想到这部拍得不错，民族情谊和父子情都被感动到泪流满面，没有烂尾，真正的完结篇，值得二刷！
jenny,看过,较差,2019-12-20 12:40:17,173,所有的外国人非蠢即坏，都什么年代了，还这样幼稚地塑造反派，生硬地制造冲突。
L_GB,看过,力荐,2019-12-23 04:12:19,16,本来想打四星，看到短评第二条我就来气，奴性大发，点进去一看果然港毒一个，而且还是尼玛广东人，精神港毒，给👴气笑了，反手就给这孙子举报了。
水中睡美人,看过,推荐,2019-12-20 12:47:19,71,1>4>2>3，7分够了
denistey,看过,力荐,2019-12-20 03:35:06,17,挺给阿金斯面子了，开场演员表甄子丹过后就是斯科特·阿金斯，戏份也比以往非主演的片还要足，美国口音下足了功夫，阿金斯到中华会馆第一次出手的招式都很干净利落，最后30分钟有点仓促，但也保证了影片节奏快
m89,看过,较差,2019-12-20 13:42:07,103,19块9看了万达的MX4D…鬼佬全员面瘫演技，少女惠英红不错。比想象中还难看，完全就是一剂民族主义春药。打日本仔，打毛子，打whitey，打汉奸，打卖国贼，一个打十个，到最后叶伟信镜头下的先辈也仍是一个只会打打打的木讷武夫。四部叶问加上一部外传的艺术价值，约等于十分之一的《一代宗师》吧。我们的主旋律电影，确实还处于初级阶段。
深夜声噎,看过,还行,2019-12-17 21:28:27,16,卧槽吴建豪怎么可以越来越鲜肉的真的是F4之一么简直逆天了……那么多年过来子弹也老了这系列从1就电影院看过来还是有点感情的以及粤语加一星吧好久没有愿意加的了，以及又再次改档了貌似，星战谢谢你，电影里已经打败美帝了，够了哈哈，这里的英雄只落幕不能落魄，明白我意思没，又不是狼叔。
二火山,看过,很差,2019-12-20 08:35:05,124,梁朝伟演的是宗师，甄子丹演的是打手。这个系列套路感太重，剧本都不用大改，甄子丹一个邪派的脸，非让他演正派，能不面瘫吗？
风间隼,看过,推荐,2019-12-20 22:31:24,55,甄子丹大战阿金斯很过瘾，大概是阿金斯在华语片中打得最酣畅淋漓的一次。剧情居然比前几集看着顺眼，大概是日本鬼子和英殖民者都是死老虎，美帝种族歧视是活阎王的缘故吧，结合60年代的社会风潮，打得颇入情入理，虽然 人物刻画还是有刻板印象之嫌。唐人街的形意拳大娘让人想起了宫二。川井宪次的主旋律正片中没用，片尾成了主题曲。最让我感慨的居然是在中华总会开打那场——曾几何时，叶公子才是应该担心打坏家具的人啊，世道不堪，飘零至此。因此片末闪回的那些往事才让人唏嘘。
妄想家13,看过,推荐,2019-12-20 16:07:37,76,"叶问三结束的时候是1960年，叶问67岁。我就看看到第四部，70多岁的叶问怎么打爆一群年轻的肌肉棒子

观影后感：说真的，抛开一切去看，不考虑什么武术是否真的能打人，也不考虑什么年龄问题，这真的是一部非常精彩的硬核武打片。不知道以后还有没有机会看到这种动作片了，看一部少一部，且行且珍惜吧。"
山塞鸟,看过,很差,2019-12-08 16:36:59,107,为什么要完结 下次叶问大战火星人
顾安,看过,推荐,2019-12-21 06:19:43,40,"没有放完片尾就草草收场 走在小雨的街上 寒风灌进膝盖  心情低落的抽泣着

  在10年代的最后几天结束一代宗师的一生  我仍感动于叶问说的那句 做人最重要的是自信  可我很遗憾再也看不到甄子丹的叶问了 或许这10年 他们互相成就 而我早已分不清

   其实我更喜爱电影刻画的万师傅  从开始的讨厌到剧情一次次反转 看到他处境艰难却仍心怀同胞 电影里只是轻描淡写的几句话 交代了他忍辱负重的过往 可我却在那一刻感受到 人本来就是复杂的 不应该单纯的以善恶评判 

   这才是我觉得电影好的地方 他刻画了一个个鲜活的人物 而我们在某一瞬间理解他的情感"
王俊俊,看过,还行,2019-12-21 17:14:17,11,剧情胡编乱造，故事看不下去，立意捆绑民族，爱国完全靠杜撰，战狼2的爱国都像打鸡血一样引起争议，但我从不否认战狼2好歹有那么一点依据才去编，这《叶问》已经不是演绎艺术了，这可能是平行宇宙的叶问。  但是打斗戏还是很不错的，有一说一，功夫片拍多了从演员到团队到导演都懂得功夫镜头怎么拍才好看，打的还算过瘾。甄子丹的大戏一直很过瘾，比如第一部杀破狼《导火线》看的我只想打人。我给出个主意吧，以后这种片子就把武打戏剪辑出来拿到B站快手什么的循环播放，然后收费就行了，电影就不用上了。
書衣偵探華斯比,看过,推荐,2019-12-23 15:01:17,26,拳怕少壮！当力量和体力比不过对手的时候，只能直击要害，这应该才是武术作为“杀人技”的精髓吧！也是最后叶问赢大兵的取胜之匙！其实最后一战，我很希望叶问战败，然后李小龙替师傅赢回来！可惜电影叫《IP男：叶问》。PS：唐人街几个师傅太菜了，除了那位大娘，一个能打的都没有！李宛妲小妹妹不错！
绝望的兔,看过,力荐,2019-12-20 00:27:29,25,看完了，非常不舍得这个系列。其中父子打电话和影片结尾都让我流泪，甄子丹塑造的叶问角色形象非常饱满，十年的叶问电影系列在香港功夫电影必定留下辉煌的一页。
我还在等你,看过,很差,2019-12-12 18:04:51,81,"胡乱改编，叶问的棺材板盖不住了
叶问：我可没有远征过。"
木下,看过,较差,2019-12-17 18:35:54,99,"一波波天雷滚滚的台词。“听好了！！我只说一遍！！你爸得了癌症！！”完结篇，故事重点放在早期美籍华裔在美国受到的歧视。辱华当然是不可以的，但无限辱美也太滑稽了。所有美国人都是白人至上.傲慢鲁莽的racist,叶师父全程收拾完这个弄那个，太累了..."
吃胶片的考拉,看过,较差,2019-12-20 00:39:46,72,系列拍了十年，反倒越拍越退步了。同样是英雄迟暮，看看人家金刚狼3怎么拍的。个别设计花了心思，但也拯救不了这部电影。
斤日仔,看过,较差,2019-12-19 19:50:36,81,平庸的剧情，无聊的英雄主义，崩坏的战力系统，完结了好
hao,看过,力荐,2019-12-21 00:37:11,15,11年了！英雄迟暮。想起初中时候看完叶问在家里吊沙袋的日子。动作设计依旧漂亮，袁和平和甄子丹以后，可能真的没人能做得出这么纯粹的功夫电影了
鸣之,看过,较差,2019-12-19 22:32:33,52,@悠唐 片子看得我尴尬癌都犯了 甄子丹打得这么好但编剧非得靠做局冲突才行嘛……
水浒三国金刚,看过,推荐,2019-12-21 16:45:18,15,建议大家看完起立肃穆致敬陪伴我们十一年的叶师傅和IP系列，闯关路线和第二部很像，都是先和中国人的头头有小分歧，然后头头为民族气节忍无可忍可惜被老外boss打爆，叶问义愤填膺力挽狂澜最终反杀boss，中国格斗迷的老朋友打星斯科特阿金斯继《战狼1》最后和吴京决斗后这次与甄子丹打响终极血战(又满足了格斗迷的一个打星pk梦)，而在《杀破狼贪狼》中与吴樾短兵相接的另一位打星老外高战这次也和甄子丹打了一场垫场赛，结果当然可想而知了哈，有趣的是高战也演了战狼1哈
时代太潦草,看过,很差,2019-12-20 17:59:01,83,都2019年了，叶问还在打洋人，不打外星人实属可惜
睿小羊,看过,力荐,2019-12-20 19:46:16,7,在文化和躯体的碰撞中找到一个民族的气节。
恶猫的步调,看过,较差,2019-12-20 23:27:58,34,太多脸谱化的角色了，就当心观众看不出来。挺尴尬的，这种情况下的脸谱化，在目标受众之外看起来就散发出一股浓浓的歧视意味。李小龙痛失一年上两次大屏幕，即便这次的酱油更像装花瓶里的，对剧情起什么作用？只有最后那场十分钟不到的对打稍微能看一下。
发条橙,看过,较差,2019-12-20 21:01:49,43,二刷。勉强两星，肉眼可见的编不下去了。绝对是属于非常典型的“为屌丝撸管”的那一类电影，并且在这部电影里充斥着行尸走肉的僵尸，却没有看到一个完整的“人”。
文森特九六,看过,还行,2019-12-21 14:25:34,14,“我打一次给你看，你帮我拍下来”，关于叶问，关于武术，关于电影，叶伟信做了一次还算漂亮的结。绕过颇为争议和复杂的第三集，再次承接第二集直白陈旧的做戏方式，并更加神话，年过七十的叶问同宛如从《全金属外壳》里走出来的斯科特·阿金斯的对战，早已失去了现实根基，比较值得玩味的是，这场戏似乎与《好莱坞往事》中的某场戏互为镜像，纵然昆汀更为大度和玩笑，但我们却无法忍受，而阿金斯又演了一遍《战狼》，我们反而习以为常的“无从察觉”。
国产凌凌期,看过,推荐,2019-12-20 23:52:28,20,分数打高是因为系列的完结，以及今年实在没什么能看的武打电影。文戏较前作比质量有所下滑。剧情上，初到贵境与当地华人武会的矛盾，中洋冲突，最后的复仇战，以及临终前的角色互动都是前作的遗存。武戏上由于叶问这个角色自身的剧情限制展示力度也不及前三集。叶师傅直到四十分钟之后才出手，并且和会长与美国教官的对决都没有持续很长时间。不过好在有所创新，比如咏春与太极的单手切磋，以及期待已久的叶问与博伊卡的对决。再说阿金斯。叶问4是他在中国拍戏以来的最大挑战，不仅要练习美国口音还得因地制宜适应大量与国外拍摄方法截然不同的动作戏。不过最后好在呈现效果不错，动作戏份吃重并且本人能力得到了足够展示。而甄子丹对他的角色早已轻车熟路，这次将老年时的疲态拿捏的恰到好处。最后打桩录影，看到前作系列回顾影像，一时泪目。
