用户,是否看过,评分,评论时间,有用数,评论
天籁💤,看过,推荐,2019-11-20 23:52:32,52,"后劲不足，胜在温暖，老少咸宜。“A true act of goodwill always sparks another.” Mr Klaus might have gone, Santa Claus never die. Don’t let our virtues fade away. 只要心怀善意与爱，他每年都与你同在。"
son沐风,看过,力荐,2019-11-16 12:59:11,13,"一个村庄，一个邮差，一位白胡子老人，一群孩子，讲述了温暖的圣诞老人的故事。
太暖了，特别容易感动"
fomalhaut,看过,力荐,2020-01-01 15:02:05,5,很暖心的故事，唤醒善良的本性，化干戈为玉帛。简单干净纯粹，没什么隐喻彩蛋和致敬，却没有失之低幼，完成度极高。看完去百度了萨米族。
星宇际,看过,推荐,2019-11-16 10:39:06,58,看到最后的时候，还挺感动的
PsychoBabble,看过,推荐,2019-11-19 11:32:55,67,出乎意料的喜欢。好久没看这么温暖正能量的电影了。我莫名其妙的非常感动。就是那种看完让你仍然相信世界很美好的电影。这哪里是讲圣诞老人和无私奉献，这是在讲友情、信念、陪伴、成长以及打破语言障碍的真挚关怀。
pepper 安,看过,推荐,2019-11-27 10:40:03,49,人家也是老梗新故事 怎么就讲的那么有意思，每个小朋友的表情都做的那么生动，比如那个一直拿着胡萝卜戳雪的小女孩，故事主线虽然千篇一律 但是内容却很开心 因为一个小小原因 小盆友要玩具 就要会写字 所以学校重新开张，因为要礼物就要善良所以孩子带动大人 开始互相帮助，在一个一个事情的推动中圣诞老人的雪橇出现了 驯鹿出现了 钻烟囱出现了 每一个都那个合情合理 片尾曲也很好听。对于同时老梗新故事的某捧上天的《哪吒》我都不爱浪费笔墨了，国产继续努力
哼哼.floweray,看过,推荐,2019-11-20 19:44:44,39,叫圣诞搁浅吧
SELVEN,看过,力荐,2019-11-16 23:02:45,12,80/100 快乐又温暖，我在这部“圣诞老人—起源”里找到了童年动画的味道。
恶猫的步调,看过,力荐,2020-02-02 19:35:54,1,真的非常不错的圣诞老人“起源”故事了哈哈哈。Netflix虽然想在真人电影有所作为，却不想去年这两部动画电影（这部《克劳斯》以及《我失去了身体》）非常争气，分别拿了今届安妮奖的最佳动画长片和最佳独立动画长片，《我失去了身体》还拿了最佳编辑、最佳配乐，而《克劳斯》更是另拿了最佳导演、最佳剪辑、最佳分镜、最佳艺术指导、佳动画角色、最佳角色设计……几乎整个安妮奖都被网飞攻下了。
影志,看过,推荐,2020-02-09 02:50:14,2,把圣诞老人的由来和传说，用全新视角讲述的恰到好处。“最为无私的奉献，最能鼓舞人心”
亵渎电影,看过,较差,2019-11-16 12:33:55,14,故事其实还可以，偏温情的大路货，是可以的，只是这节奏实在是太跳跃了，从50分钟之后，故事以跳脱的节奏快速把几条故事线都潦草的交代，剪辑思路太商业太不负责任了，硬生生的把故事给毁了。主要还是这片长太短，或者也可能是后期剪辑思路太铜臭味儿，让这个故事没有机会好好的展开，至于这样潦草的主题，就一合家欢的网大，就别硬贴奥斯卡往脸上贴金了，皮克斯随便拍一部，单就叙述节奏上都可以秒杀这种短平快剪法的快餐网大。
kylegun,看过,力荐,2020-01-24 12:11:07,3,雪人胡萝卜谋杀现场之小镇宿仇史，寡言巨斧玩具屋怪老头的木头小人城堡，二世祖邮差和咸鱼教师学堂翻译恋爱谈，准备好饼干和牛奶等待挚友每年一夜的归来……趣怪暖心的圣诞老人起源故事，不错
不覺,看过,力荐,2019-11-22 07:22:41,3,就是這麼單純的讓人喜歡 不只是孩子 已經長大 甚至開始老去的我們也需要一部這樣的童話回憶
阮郎归,看过,推荐,2019-11-30 18:58:01,7,温情脉脉，虽然还是有些套路，但是在雪夜看完像喝了一杯热可可。
[已注销],看过,还行,2019-11-16 13:03:18,108,其实上过Netflix官网都可以发现，烂片占了90%以上，大多数是不能看的，不过国内还停留在Netflix神话里头，好像逢N必好似的
影愈者,看过,推荐,2019-11-17 20:48:47,10,圣诞节圣诞老人的重新演绎，故事简单又真诚，“最为无私的奉献，最能鼓舞人心”，孩子才是未来，孩子纯真的笑容，远比礼物更珍贵
Nucky,看过,力荐,2019-11-20 13:59:25,4,1:经济学中的激励机制；2:为了世界变得更美好而努力，努力能无功利的做点什么？3:交流的意义远非字面上那么简单，每个人都是一座城堡，每个人的想法和阀值都不同，当你谈话合作或者提出要求之时，只有不断的试探和努力才能处在一个频道之上，设身处地，将心比心，交流很重要。4:试着大胆付出关心和耐心。
嘛哭当拿路哆,看过,力荐,2020-01-05 04:51:45,1,魔法的确是存在的，因为我们可以跳出自然界永远for me的诅咒。for you。
Fine🔥,看过,推荐,2019-11-21 22:46:31,7,动画片总是能让人找到不属于现实生活的美好。
Panda的阴影,看过,力荐,2019-12-25 23:25:20,0,圣诞节特别观影。关于圣诞老人由来的故事，联想起2007年的芬兰电影《圣诞传说》，但《克劳斯：圣诞节的秘密》于我更加妙趣横生。“最为无私的奉献最能鼓动人心。A true selfless act always sparks another.” 观影时也回忆起曾经与小朋友们混在一起的欢乐时光（和他们一起玩游戏，带他们去爬山涉水，为他们放映(动画)电影……），可惜那样单纯天真的岁月/思想已经回不去了。特别赞扬下国语配音版，演员们的表现可圈可点，翻译的台词也挺得我心：“你以为我会被你故意考砸的雕虫小技蒙骗，放你回去继续过那种养尊处优、虚度光阴的生活吗？” -- “从没见过哪个邮递员离开时的表情比刚来时更生无可恋，算了，依我看还是别管他了，反正肯定不会是什么让人茶不思饭不想、然后从此抑郁寡欢的大事。”……
樂啊樂,看过,推荐,2019-12-25 22:29:23,3,每次过节必然看节日电影，3.5，这次选择了一部圣诞网飞的新的动画电影，改编了圣诞老人，从传说到山间凡人，温暖改变冷酷的岛屿，改变每个人的内心，从开头可以猜到后面的一切，并且后部分的角色弧光的改变略草率。对于电影现代化的手法还是感到不错，虽然幼稚，但是也不会在过节这天这么严肃，以后过节还是跟朋友们看电影好些，圣诞节快乐。
太阳的倒影,看过,2019-11-18 17:00:48, ,37,在手绘动画里，如果用渐变色彩去表现光影变化，制作人员为了防止色彩抖动的现象发生，得人工处理每一帧渐变中的无数的色相和色阶，从工时来说这几乎不可能实现。而赛璐璐是单色块，只需处理好有限的色块即可。所以，对商业手绘动画来说赛璐璐风格是一种表现光影与平衡制作效率的最优解，它的全面运用是一种自然选择的结果。直到3D技术使计算机代替人力去计算光影，渐变色彩的制作效率问题才得到了解决。但...制作本片的疯子们显然想和3D较劲，想在手绘动画中也使用渐变色彩...而且他们还真这么做了...虽然看得出渐变色彩部分是采用了网格变形的方式进行处理的，效率比《The Dam Keeper》那种单纯的逐帧手绘高，且不会产生色彩抖动...但，这想法还是极度疯狂...PS：这是实打实的手绘动画，只是上色方式比较复杂，不是有些短评里说的转描3D。
KD6-3.7,看过,力荐,2019-12-10 00:06:26,1,故事讲的蛮好的，不是很俗；现在做2d也真是情怀……
巫眠,看过,推荐,2019-11-29 21:53:07,2,暖
erpan120,看过,力荐,2019-11-20 00:22:36,2,听说冲奥斯卡，今年有冰雪奇缘2和玩具总动员4压力大点，喜欢画风。希望能拿奖。
国王KING,看过,推荐,2019-11-18 19:07:16,3,画风我喜欢！
派大星,看过,力荐,2020-01-26 20:27:51,0,虽然人物有些脸谱化，故事也太童话，但是最后还是给我感动坏了(ಥ_ಥ) 特别是最后Jasper敲Klaus的门，一年年过去他越来越老，最后的最后他消失在风里。画风也很喜欢，不知道是不是三转二的。
锐利修蕊,看过,推荐,2019-11-20 17:46:42,3,好久没看这么“老派”的童话，依然又被感动到老泪纵横。挑这么早看一部圣诞节电影，也是让节庆的欢乐，早一点击败内心的晦暗。也是第一次知道“圣诞节”的由来，是让温暖的重聚，吹散了人们的怨恨和对立。全片父母爱情致敬张艺谋《我的父亲母亲》，一晃而过的色彩致敬李安的《少年派》。“I'm coming lover”实在是太好哭了，从那个之后我一直哭到结束。“最为无私的奉献，最能鼓舞人心。”
阳光清清,看过,力荐,2019-12-09 22:06:50,0,简单朴素的人和故事，竟然看哭了，无私，奉献，爱！
同志亦凡人中文站,看过,还行,2019-11-22 10:32:50,15,普普通通的圣诞老公起源故事。每当大小银幕泛滥着这样的动画，我就知道悠长假期要到啦~！
budaphin,看过,较差,2019-12-03 23:21:02,3,故事太平，人设太没新意，概念根本没有翻新，整体看着过于无聊了！我本来是最吃这种神话传说新编，和平、治愈的简单故事的人，但这部看着丝毫不感动，画面也不美，也就那个说话听不懂的小朋友萌到我了。
Soke,看过,力荐,2020-02-09 15:09:23,0,温暖，感动，别出心裁。各种小表情大爱了。
哪吒男,看过,还行,2020-01-21 22:30:33,8,被感动到的人是幸福的 我羡慕你们
徐若风,看过,还行,2019-12-26 00:37:19,5,2.5  二维转三维的画风，制作层面很有趣，但其实作为普通观众也不会觉得多么惊艳。整个故事还是太“幼儿教育”了，毫无火花地、每一笔都可预料地写了个圣诞节起源故事。有些能保持天真的人，可能有能力一辈子都被这种叙述方式所吸引；但我却是无法保持自己天真的那一种，老了老了。
施舍翅膀,看过,力荐,2020-02-05 20:00:10,0,绝对的满分！好久都没有一部动画能带给我这种久违的感动！解冻我看厌陈词无诚意作品不耐烦的心，一开始还觉得没意思，后面就笑出来了，含着泪！近年太多续作毫无诚意皮克斯迪士尼等也都陷入自我重复的滥调。invisible真好听！！！（想看：JKSIMONS
✘.,看过,还行,2019-11-16 21:26:46,10,并非近年来短片界主流的三渲二，而是二维手绘出误以为三渲二的效果，绝了，因此能做到许多三维动画做不到的表现形态，想必开发了将来会举足轻重的工具。就是故事无聊了点，《至爱梵高》同理。★★★/6.5
陆支羽,看过,还行,2019-11-16 01:24:16,3,3.5。Netflix冲奥动画。
luerdelphic,看过,推荐,2019-11-17 23:39:56,4,惊喜！圣诞电影还能拍出这样的新意还是挺佩服的，中间给小女孩送礼物那一段感动得都想哭了，背景音乐也很好听。
一條魚佔滿了河,看过,推荐,2020-02-29 19:45:07,1,彼此與自我救贖的故事俗套嗎，俗套，不過還是給了我一些驚喜，在絕大多數時候，電影都傳達出了滿滿的善意，而且是能夠讓人相信的善良，就這一點來說，已經讓我滿意了。
陶者无缰,看过,推荐,2019-12-27 07:27:11,0,羅密歐與朱麗葉把他們家的馬壓成了牛233 幾乎把一切都解釋圓了，馬車變雪橇HoHoHo，就差魯道夫的鼻子還沒紅。
唐小钰,看过,推荐,2019-11-28 16:57:30,4,最近真的很需要童话。
纯黑色、独白,看过,推荐,2019-11-28 00:12:14,3,一次不出意外的反转，但又透漏着温情脉脉的剧情线。反转的不出意外，但是发展的路线却惊喜不断。就像是我们知道结局，但是又去回忆到开头一样。失落的富二代找到精神的归属地，逝爱的老人找到终生得遗憾得以弥补，想逃离的老师得到自己的升华，无私的奉献，却有无法衡量的回报。
fire,看过,还行,2019-11-24 12:58:56,1,故事其实蛮有意思的，就是拍的太好莱坞了，全是套路
水水,看过,推荐,2019-12-28 00:05:30,1,全家欢佳作。
乍暖,看过,还行,2019-11-18 21:43:39,1,6.5/10。改编了圣诞老人的故事。很温暖，喜欢中间小朋友们为了得到礼物争当“好孩子”的一段。死亡的表现手法很诗意。又多了一部圣诞节合家欢的动画电影。
红蓝色的风雨夕,看过,推荐,2019-11-09 08:04:04,3,[Vancity] 哈哈父母带着小孩子来看这个片子，映前预告居然是离婚故事，会不会给孩子留下心理阴影啊？合家欢的圣诞档期片，我觉得有一些比较俗套的情节，但真的很有爱！赞Jason Schwartzman的配音。用Toon Boom做的传统2D动画，从rough到clean up到ink & paint，没有modeling和rigging，突然很后悔前几周没去Spark Animation的导演讲座……
水浒三国金刚,看过,较差,2020-02-10 07:25:56,0,就这种货色也想赢皮克斯？
桃桃林林,看过,还行,2019-12-04 17:06:18,0,圣诞老人故事新编，暖心的圣诞童话，用爱战胜一切。很适合陪小朋友看。
小A,看过,推荐,2020-02-16 12:11:15,0,正常水平。开场富二代下乡的节奏我以为会牵涉人口组成、秩序、互动联系方式等社会学议题，看到后面发现我多虑了，还是合家欢那一套，硬要说有寓意，还是成人社会礼崩乐坏、美德伦理提升治理有效性这套传统价值观的讨论，影片在神话故事基础上把圣诞老人进一步神化，把改善重建社会良俗寄托于神性，邮递员被赋予神谕信使的形象，很有宗教意味。Márgu以为Jasper乘船离开却发现他坐在码头上，和《囧妈》徐峥离开火车站月台立刻掉头走回来，哪个桥段更自然？
阿朽,看过,推荐,2020-02-09 22:22:30,0,很治愈。
無 念。,看过,较差,2019-11-19 22:58:02,2,不喜欢北京的冬天。
LORENZO 洛伦佐,看过,较差,2019-11-27 05:17:09,1,看来过了年纪
幸运+++,看过,推荐,2019-11-19 13:49:00,0,又一个关于圣诞节的温暖人心的小故事！
梵目,看过,推荐,2019-11-21 01:12:36,0,有趣，画风很游戏
Chuck,看过,推荐,2020-01-22 15:27:42,1,其实我很纳闷为什么每年中国人非得强行去过圣诞节不可？好吧，这和动画片是两回事。
老罗Lazzaro,看过,还行,2020-01-23 18:55:20,0,一则简单的圣诞起源小故事，很适合儿童。
小鱼和小胖子,看过,推荐,2019-11-21 20:55:47,1,超出预期，8.5，感谢在这寒冬里带给我温暖
小唧唧,看过,推荐,2019-11-16 23:29:29,1,暖心的圣诞老人起源故事哇
斯齊佐飛力尼克,看过,推荐,2020-01-17 22:47:20,0,很喜欢，为圣诞老人的诞生创作了一个既有新意，也有动人之处的故事。画风也很可爱。
阿德,看过,还行,2020-02-07 14:44:12,0,适合孩子看
一碗云吞,看过,推荐,2019-12-25 06:49:23,0,平安夜看完还挺应景，画风喜欢
方枪枪,看过,还行,2020-02-21 16:12:50,0,套路却美好。
琧婯,看过,推荐,2019-12-06 22:25:25,0,近年来最好的圣诞电影了
托尼·王大拿,看过,还行,2020-02-08 18:16:45,5,二维渲染成三维在视觉上的全新感官令人为之一振，故事新编的圣诞起源中规中矩。
Torrilla,看过,还行,2019-11-15 23:30:37,1,3.5/5 还挺暖心的 不过J. K. Simmons的配音总会让我出戏想到他的那些咆哮角色
小月,看过,还行,2020-01-16 13:58:14,0,适合圣诞和小朋友看
feeling,看过,还行,2019-12-23 19:19:35,1,影19359：挺欢乐的。
刘小流,看过,推荐,2019-11-24 13:45:08,0,今年最美的动画之一。
Jezca,看过,较差,2019-11-15 22:03:17,1,太低幼，明显我不是它的受众群体
小年左,看过,推荐,2020-02-26 23:39:15,0,被遗忘的世界尽头，冰雪森林深处的铁汉柔情，孩子之间的八卦自传播…这剧情真可以平移黑龙江旅游宣传哈哈哈，雪乡和圣诞老人村，以及最北邮局的绝佳组合，异族人也可对标鄂伦春。
一实,看过,推荐,2019-12-25 13:19:54,0,很酷的诠释！
Paco,看过,还行,2020-02-02 23:06:35,0,还是很舒服的，但除了那一丁点技术之外，真的很不2010s。
小二,看过,推荐,2020-01-02 08:48:33,0,颇有皮克斯创业时的风范。故事的话，开篇十分钟就差不多能猜中全部大纲了。而讲故事的人却用自己的方法让观众一点点的看下去，没有直接跳过电影。剧情结构真是太牛了，没有迪士尼风格的断层式分段，在迪士尼主导的市场重压之下，现在还能编写出这种结构，真不容易。希望能拿到奥斯卡提名。题外话，现在的皮克斯只不过是赚钱、游说的机器而已，做出来的电影再好吃，也只是个麦当劳味儿。
茂树,看过,推荐,2019-11-28 01:41:44,2,吸引人的总是这些：富家子弟被长辈派去体验生活，再发现自己灵魂中缺失的部分不肯再由俭入奢；从一日三餐饭来张口，到不再眷念他的真丝睡衣；由自私自利拈轻怕重，到诚心诚意一身美德。这样套路化的人物弧光，竟和圣诞老人的故事无缝对接，再加入一点莎士比亚式的世仇，似乎家长再讲圣诞故事，不必再担心缺乏细节。我认为人性中的温情是可以一再强调的，否则工具化的现代社会人们几乎没时间去思考存在的意义。画面和配乐都很美，而故事的套路化就当是一次灵魂的净化与回归好了。
夏季的天空,看过,推荐,2019-12-24 23:08:17,0,《克劳斯：圣诞节的秘密》主题：最为无私的奉献最能鼓舞人心；让世界变得更美好。（《极地特快》：愿意相信美好的存在即是一种弥足珍贵的美好。《圣诞颂歌》：积极乐观，心存善念。）
下饭菜,看过,推荐,2019-12-28 14:53:32,0,"最为无私的奉献最能鼓动人心。
最被鼓动的，就是贾斯珀。"
天外飞青,看过,推荐,2019-11-18 22:10:25,1,一年一部圣诞庆典电影，虽然是限定了题材，却也不乏发现优秀作品。因为对善良付出的那份真诚，不管用什么表现形式，也总是历久弥新的。
seamouse,看过,推荐,2020-02-04 13:12:39,0,对我而言的脑洞，可能是人家孩子从小听着的日常故事，而不仅仅是以前我所知道的一个老人那天从烟囱爬下来。当然，从场景到习俗上，远没造成墨西哥亡灵节那样的盛大奇观，因此拉瓦涅米应该也不至于就此人头攒动，虽然本身早是芬兰热门打卡点。什么时候来个土耳其的传闻版，小亚细亚地中海边喜欢给孩子糖果的白发老人，后来被可口可乐公司搬到芬兰。
荔枝超人,看过,还行,2020-01-08 17:21:25,0,IMDB什么鬼
游坦,看过,还行,2019-12-15 00:09:08,0,cute
请叫我腹黑,看过,推荐,2019-12-25 10:26:31,0,圣诞夜用它替换《真爱至上》也很不错。无论多荒诞，圣诞永远包含着爱和团聚。
LoudCrazyHeart,看过,还行,2020-01-25 23:07:41,0,演了一场我们都知道却还是愿意被感动的故事。
jiade,看过,还行,2020-01-17 08:37:03,0,"""A true act of goodwill always sparks another """
Jules,看过,2020-02-10 12:58:51, ,0,对不适应这类剧情的我来说真是太难了(･･;)本来是奔着JK西蒙斯的配音来的，但他和男主对话我都听不下去啊男主说话好烦啊(･･;)
Bee.弥豆子散步,看过,还行,2020-01-01 03:33:35,0,喜欢玩具。
w2jmoe,看过,还行,2019-11-27 16:36:40,0,Be a Good Kid！... :q
西帕克,看过,还行,2020-02-02 18:43:29,0,把圣诞老人降为凡人的起源故事，非常工整，也非常老旧。
metaphor17,看过,还行,2020-01-16 18:48:40,0,比冰雪奇缘2肯定是好，但依旧是个传统的节日故事
Dr. Ma,看过,还行,2019-12-02 22:04:31,0,以自己之力将爱带到没有爱的地方，也算是一种修为，相比之下动画片中我还是更喜欢好莱坞式的英雄主义少年，挚爱是守护者联盟。
外出偷狗,看过,还行,2020-01-16 23:10:05,0,故事看似有个新奇的角度，整体还是过于简单平淡，配音表现非常水。但画风实在是棒极了。
糯木,看过,推荐,2019-12-25 00:11:59,0,超可爱！超温暖！超适合圣诞节！圣诞故事新编编得流畅真诚，且比以往圣诞传说更加温柔 ，温柔来自于，它给了圣诞老人一个悲伤的底色，再从悲伤里释出光来。
楚翰彻,看过,推荐,2020-01-29 09:50:25,0,用新技术诠释老派质感，让类型故事自然发生与用类型桥段强行过度情绪流是两码事，这是目前全情投入到CG当中的匠气迪士尼动画值得借鉴之处。天真的理想主义者是孤独的，因为世界会时常质疑你的初衷，嘲笑你的幼稚，于此加斯帕并非是浪子回头，他本就一直无心于俗世啊。
wise爱喵咪,看过,推荐,2019-11-23 20:46:57,0,温馨
AZWayne,看过,推荐,2019-11-22 23:56:46,1,今年的圣诞节提前一个月到来了。
电影Mark,看过,推荐,2019-11-26 00:28:36,1,还蛮惊喜的！虽然故事还是有点老套，但是很是很有温度！圣诞爷爷把快乐带给全世界，却也有自己的悲伤！这个设定很人性化，世上每一个人都渴望被治愈，都值得被拯救于负能量中。比如，幸福与快乐。快乐能改变一个人，更能改变一个世界！
解夏。,看过,推荐,2019-12-08 12:41:50,0,2019圣诞电影倒数日历第7部：好看的起源故事，每一个人的变化与成长都很用心。孩童的天真打动冷漠的大人，这就是圣诞吧。
心之所往,看过,力荐,2020-02-10 19:47:28,0,"大爱所有关于圣诞题材的温暖电影
想到奇葩说早前就""要不要告诉孩子童话世界都是假的""来辩论
当然不要了啊
你看小孩收到🎁的笑容多美好啊
再说了 成年人也是很需要童话慰藉的好吗🤨"
MaxHorowits,看过,推荐,2020-02-15 12:40:24,0,这对配音很OK啊，《青春年少》/《爆裂鼓手》居然这么搭。
x1ao4,看过,还行,2019-11-27 12:14:57,0,三星半。
噩梦枕头,看过,还行,2019-12-29 22:00:30,0,圣诞节暖心动画。“A true act of goodwill always sparks another.”
灰色堡垒,看过,2019-12-23 14:11:43, ,0,爱是最美好的事物，孩子是我们的未来。可惜带给我的感动几乎全靠视听效果，如果故事能再走心点就好了。
lixunhuan,看过,推荐,2020-01-24 10:44:30,0,化解怨恨从小朋友开始。尽管后段逻辑比较混乱，但是总算有温暖的时刻。
瑞思勒之墓,看过,推荐,2019-11-19 23:05:17,0,正能量满满又不令人讨厌的好哭暖剧，冬日必备良品
阿蕭,看过,推荐,2019-11-16 15:50:09,1,What a cute story
万物作焉而不辞,看过,力荐,2019-11-27 13:54:35,0,西班牙。希望引进时能有好的CV
宫唯明,看过,力荐,2020-01-31 14:09:05,0,看完后让我对圣诞老人又充满了期待，仿佛早已消失的童真又回来了
巴士底的猫,看过,推荐,2020-01-16 21:15:26,0,A sure selfless act always sparks another. 还算不落窠臼吧。7
Valuska,看过,还行,2019-11-25 14:57:34,0,6/10
奥斯卡最佳歌手,看过,力荐,2019-12-02 01:48:31,0,结局悲伤而温暖，让在英国过圣诞节的我，红了眼，想起了一位“朋友”
扰扰,看过,推荐,2020-02-05 15:45:01,0,非常套路的一部电影，画面有些阴暗，但是故事充满了温情。一方面为了个人利益尽职，一方面在学会成长的过程中，融入当地，帮他们消除障碍加强沟通，做到了许多人都做不到的事情。人性中的利己与博爱并不是相悖的，而是升华吧。
Ringo姐姐,看过,2019-12-08 13:09:35, ,0,我發現其實最近留的短評只會說一件事：電影裡誰最可愛，the Saami girl!
风中奇缘,看过,力荐,2019-12-21 22:32:00,0,网飞的动画电影质量提升突飞猛进，国语配音很棒，听起来舒服，加一颗星
地狱少女可可酱,看过,推荐,2019-12-24 23:49:08,0,很棒的圣诞节电影了！～
一棵海椒,看过,力荐,2019-12-05 14:06:33,2,这部圣诞应景动画让我哭好大声。冷静下来后我问自己在哭什么？我哭的是我早已在长大的过程中逐渐丢掉的纯真和善良。“要不要告诉孩子童话是假的？”这真是个很蠢的辩题，孩子们迟早会发现童话是假的，但童话可以在孩子们幼小的心中装满足够多的的纯真和善良，让他们在长大的路上当做防具和武器去对抗这个魔幻现实的世界，直到他们成为长大的孩子。
WilliamOsborne,看过,还行,2019-11-21 18:53:51,0,7/10，很套路的故事，不过也有暖到，画风还成。
Singin'in rain,看过,推荐,2020-02-09 23:51:10,0,奥斯卡前夜最后一部补全计划。很不错的旧瓶装新酒，故事讲的很完整，圣诞老人的手工真是无敌，主题曲超好听。二渲三的效果呈现很赞。
Cupid,看过,推荐,2019-11-17 12:27:18,1,最为无私的奉献，最能鼓动人心；最为人知的故事，最能温暖人心。
阅片无数,看过,力荐,2020-01-01 17:20:17,0,虽然还是陌生人改变城镇，获得救赎和真爱的套路，不过和圣诞结合起来，真是充满新意。
六月。喵,看过,推荐,2019-12-01 09:34:51,0,逗趣，且很暖了
kakakarl,看过,推荐,2019-11-29 00:23:40,0,3.5。圣诞节的习俗是如何形成的？看着小镇一点点变好，觉得充满了温暖，感受到了节日和传统存在的意义。
小爱,看过,2020-02-23 00:30:25, ,0,对于二转三没有搞懂。这个故事这么拍出来太美了太感人了呜呜呜！最后等老友归来的那一幕我真要哭了……
王写写,看过,推荐,2020-02-04 02:34:57,0,圣诞老人起源的另一种演绎，确实很暖心
Howe,看过,力荐,2020-02-19 12:08:42,0,二维动画的技术革命！
白rap的荧光帽,看过,力荐,2020-03-08 13:12:59,0,简单又暖心的故事，邮差先生和克劳斯先生为众多孩子送去了礼物，也改变了这个原本充斥着暴力与丑恶的小岛。
kiki204629,看过,推荐,2019-11-17 22:41:11,0,孩子们需要礼物，需要爱。
arimura,看过,还行,2019-11-19 15:02:06,1,三星半。讲圣诞老人怎么诞生的，人物造型不喜欢，轮廓有点死板，场景太好看了，故事剧本很一般，emmm冲奥差一些
幻儿,看过,推荐,2019-12-25 01:33:32,0,圣诞的故事总是温暖的，一年一度的今天总是会看一部温暖人心的圣诞片 也全心相信这故事的美好
tonight,看过,推荐,2019-12-12 21:20:30,0,bgm太棒了！
鬈毛毛,看过,还行,2019-11-22 02:59:02,2,请引进！！！！！！！！！！！Toon Boom制作 A true act of goodwill always sparks another.
blacktea,看过,推荐,2019-12-02 20:14:29,1,A true act of goodwill always sparks another.  美术风格赞！
